Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"J12   Pneumonia viral NCOP";2;1;8;29;15;2;3;16;3;26;6;58;6;22;2;4;3;3;14;65;11;12;45;4;3;7;-;370
"J13   Pneumonia dev Streptococcus pneumoniae";1;-;2;-;3;-;-;9;1;24;1;6;2;3;-;5;2;3;5;9;5;6;5;-;1;1;1;95
"J14   Pneumonia dev Haemophilus infuenzae";-;-;-;1;1;-;-;4;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;10
"J15   Pneumonia bacter NCOP";65;98;247;46;518;51;90;458;209;1163;428;464;393;117;123;569;1458;208;1132;3083;693;643;819;217;131;342;63;13828
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;1;-;127;-;1;2;2;3;1;3;1;1;-;3;4;9;-;24;6;2;1;1;3;3;-;198
"J18   Pneumonia p/microorg NE";317;150;535;63;1829;130;141;1043;1152;3076;1000;1176;2436;919;488;2327;7072;1037;8633;20105;3455;1369;3048;740;618;1645;276;64780
"J20   Bronquite aguda";-;1;4;-;-;1;-;1;-;-;1;-;-;1;-;-;2;2;3;6;2;-;3;-;-;1;-;28
"J21   Bronquiolite aguda";2;1;18;-;4;3;1;18;6;8;2;8;10;2;3;22;34;4;85;75;19;2;25;2;2;10;3;369
"J22   Infecc agudas NE das vias aereas infer";-;-;1;-;4;-;-;5;5;16;4;21;84;3;4;118;54;1;13;25;19;11;42;1;-;2;-;433
"J31   Rinite nasofaringite e faringite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"J32   Sinusite cronica";-;-;-;-;-;-;1;-;1;2;4;-;1;1;-;1;4;-;18;14;2;1;-;1;4;7;1;63
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;7
"J35   Doenc cronicas das amigdalas e das adenoides";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;3;2;-;-;-;-;-;1;1;10
"J36   Abscesso periamigdaliano";-;-;-;-;2;-;-;1;1;-;-;1;1;-;-;1;1;-;4;6;3;2;4;-;-;-;-;27
"J37   Laringite e laringotraqueite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;3
"J38   Doenc das cordas vocais e da laringe NCOP";-;-;2;-;2;-;-;2;2;4;1;4;2;1;-;7;10;1;4;14;2;3;6;-;1;-;1;69
"J39   Outr doenc das vias aereas super";-;-;2;-;6;-;-;5;2;8;3;-;10;3;-;4;12;1;12;30;4;6;5;-;2;-;-;115
"J40   Bronquite NE como aguda ou cronica";1;1;2;-;5;-;1;6;7;5;2;5;6;4;5;20;33;15;39;63;31;12;21;4;3;6;2;299
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;-;-;1;4;2;7;1;1;6;2;-;3;5;-;-;19;4;4;5;5;-;-;1;70
"J42   Bronquite cronica NE";3;-;2;-;3;2;2;7;11;8;3;5;8;4;3;18;35;7;14;53;32;12;57;19;5;8;-;321
"J43   Enfisema";25;9;36;5;180;3;28;90;31;84;42;47;161;32;19;125;405;71;411;1044;307;161;564;84;64;301;29;4358
"J44   Outr doenc pulmonares obstrutivas cronicas";277;215;359;45;936;90;263;662;335;1213;411;621;1602;482;309;1868;4632;653;2838;9440;3430;1836;4224;797;702;1770;427;40437
"J45   Asma";10;1;25;2;56;1;14;57;43;76;37;54;107;29;41;173;235;55;183;350;111;71;180;24;16;75;37;2063
"J46   Estado de mal asmatico";2;-;3;-;17;-;1;4;3;17;8;7;26;3;2;12;22;10;20;39;12;8;11;-;7;7;3;244
"J47   Bronquectasia";2;2;13;-;16;1;1;15;11;43;8;9;14;4;6;14;30;6;29;55;13;8;16;2;4;7;4;333
"J60   Pneumoconiose dos mineiros de carvao";-;-;-;-;2;-;-;5;-;1;1;-;2;-;-;1;-;1;-;4;1;5;3;-;-;1;-;27
"J61   Pneumoconiose dev amianto outr fibr minerais";-;-;-;1;1;-;-;1;-;1;1;-;1;-;-;1;1;1;2;4;1;1;-;-;-;-;-;17
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;3;-;1;3;4;5;4;2;-;-;1;16;25;-;6;27;6;3;16;-;2;6;-;130
"J63   Pneumoconiose dev outr poeiras inorganicas";-;-;-;1;-;-;-;-;-;2;1;1;-;1;-;-;-;-;-;1;-;-;3;-;1;1;-;12
"J64   Pneumoconiose NE";1;-;-;-;5;-;2;15;6;2;4;3;5;1;-;10;17;1;9;32;4;7;8;-;-;3;2;137
"J65   Pneumoconiose assoc c/tuberc";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;2;1;-;-;-;1;-;-;-;-;8
"J66   Doenc das vias aereas dev poeiras org espec";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;5
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;-;-;2;1;-;1;7;2;3;1;6;1;1;8;25;4;5;20;5;2;4;-;-;3;1;102
"J68   Afecc resp dev inal prod quim gas fumac vap";1;1;-;-;7;-;2;7;3;8;2;3;3;2;2;8;17;1;12;16;7;2;2;2;1;3;-;112
"J69   Pneumonite dev solidos e liquidos";29;9;49;3;80;3;16;118;67;338;97;72;230;56;50;233;870;78;483;1394;175;113;159;77;53;138;52;5042
"J70   Afeccoes respirat dev outr agentes externos";1;-;-;1;4;-;-;3;1;8;4;2;8;4;1;1;8;1;2;38;3;22;2;-;6;2;1;123
"J80   Sindr do desconforto respirat do adulto";5;-;6;1;25;2;1;15;3;5;5;8;5;4;1;27;29;12;25;106;17;7;13;1;7;9;1;340
"J81   Edema pulmonar NE de outr form";16;7;15;1;79;5;19;86;26;180;29;58;82;35;12;272;178;23;573;901;81;44;97;13;20;39;17;2908
"J82   Eosinofilia pulmonar NCOP";-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3;-;-;2;4;-;-;2;1;1;-;-;16
"J84   Outr doenc pulmonares intersticiais";19;6;63;10;105;14;17;31;22;74;19;25;55;18;12;75;505;79;336;980;218;103;293;45;34;96;52;3306
"J85   Abscesso do pulmao e do mediastino";-;-;6;-;6;1;1;6;4;8;4;5;17;2;4;10;15;12;32;103;14;8;7;3;3;13;-;284
"J86   Piotorax";3;-;8;-;6;3;2;4;3;11;2;6;24;5;3;29;33;8;46;196;20;8;14;2;2;8;1;447
"J90   Derrame pleural NCOP";20;4;14;3;48;1;2;36;21;25;14;22;37;16;6;103;122;7;193;272;62;21;48;10;11;28;-;1146
"J92   Placas pleurais";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;3;2;-;1;-;-;-;-;11
"J93   Pneumotorax";-;1;-;-;9;1;1;9;3;9;5;4;6;-;1;9;30;1;20;60;11;8;10;3;3;13;-;217
"J94   Outr afeccoes pleurais";1;1;-;1;7;-;-;9;-;8;-;1;4;-;2;14;13;1;9;35;4;2;3;1;3;-;-;119
"J95   Afeccoes respirat pos-proced NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"J96   Insuf respirat NCOP";63;15;49;4;217;19;24;215;115;348;68;240;122;56;40;581;579;15;682;650;180;151;220;15;63;46;7;4784
"J98   Outr transt respirat";10;9;23;11;87;-;3;91;41;177;28;85;1992;45;99;895;403;29;477;734;50;64;414;16;32;54;7;5876
"K04   Doenc da polpa e dos tec periapicais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;-;-;-;-;-;-;5
"K08   Outr transt dentes e estrut de sustentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"K09   Cistos da regiao bucal NCOP";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K12   Estomatite e lesoes correlatas";-;-;-;-;1;-;-;3;1;2;-;-;-;3;-;5;5;1;2;5;1;-;1;-;1;-;-;31
"K13   Outr doenc do labio e da mucosa oral";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;4;-;2;2;2;-;1;-;-;-;-;13
"K14   Doenc da lingua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K20   Esofagite";-;-;-;-;1;-;-;-;3;1;1;1;7;3;-;3;8;-;10;9;2;2;5;-;-;1;1;58
"K21   Doenc de refluxo gastroesofagico";2;1;1;-;5;1;4;2;2;8;2;2;15;16;-;8;8;4;3;28;8;3;8;4;-;1;1;137
"K22   Outr doenc do esofago";1;2;2;2;9;1;3;14;6;19;6;6;21;4;15;38;52;7;33;90;29;14;22;6;9;21;2;434
"K25   Ulcera gastrica";11;11;15;3;87;1;17;118;53;82;29;38;86;26;13;107;167;71;182;629;138;73;116;26;26;77;29;2231
"K26   Ulcera duodenal";6;2;3;3;31;-;4;26;8;41;12;21;63;8;5;45;69;34;90;341;38;40;59;6;10;26;14;1005
"K27   Ulcera peptica de localiz NE";5;7;7;2;21;2;8;34;25;58;21;35;107;11;9;55;55;16;55;121;30;21;70;15;13;30;7;840
"K28   Ulcera gastrojejunal";-;-;-;-;1;1;-;5;3;3;-;1;-;2;1;-;4;6;3;16;2;1;6;1;-;6;1;63
"K29   Gastrite e duodenite";3;1;8;2;21;3;8;31;18;30;14;16;34;7;2;29;24;7;38;149;34;17;26;6;5;21;5;559
"K30   Dispepsia";-;-;-;-;1;-;-;2;-;5;1;-;-;2;-;4;3;1;2;7;-;-;1;-;-;1;-;30
"K31   Outr doenc do estomago e do duodeno";3;1;3;1;4;2;2;10;3;6;6;5;11;5;3;12;34;8;45;64;18;11;9;3;8;6;1;284
"K35   Apendicite aguda";1;2;17;-;45;5;5;30;17;34;11;16;49;14;8;41;69;22;72;155;36;24;56;9;8;26;13;785
"K36   Outr form de apendicite";-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;3;1;-;-;1;1;-;-;-;-;-;-;11
"K37   Apendicite SOE";1;-;-;-;14;-;1;4;5;9;6;5;6;5;5;15;23;5;30;29;6;2;12;1;5;13;1;203
"K38   Outr doenc do apendice";-;-;-;-;1;-;-;2;-;-;1;1;-;-;-;-;2;-;4;7;3;-;1;-;-;-;-;22
"K40   Hernia inguinal";3;3;16;-;37;1;11;24;22;66;26;21;47;16;8;35;79;9;65;180;44;16;57;7;10;35;12;850
"K41   Hernia femoral";-;1;1;-;4;-;1;5;2;3;1;-;6;1;-;3;8;1;1;20;7;4;8;-;2;6;1;86
"K42   Hernia umbilical";-;-;4;1;11;-;3;10;5;18;9;6;18;6;1;14;35;5;25;60;14;9;12;3;4;15;2;290
"K43   Hernia ventral";-;-;1;-;4;1;3;3;3;12;2;1;18;1;3;11;18;4;20;78;9;5;9;8;-;6;3;223
"K44   Hernia diafragmatica";-;-;1;-;6;1;-;3;5;10;1;-;5;3;3;7;16;2;19;63;16;9;16;3;1;5;2;197
"K45   Outr hernias abdominais";1;-;1;-;1;-;-;1;1;3;2;4;2;2;-;4;4;1;3;26;6;3;5;-;1;5;-;76
"K46   Hernia abdominal NE";8;-;5;-;21;1;-;19;6;30;17;11;37;8;5;40;86;14;84;198;37;14;57;12;9;23;13;755
"K50   Doenc de Crohn";-;2;-;-;2;-;1;3;9;9;5;1;4;2;1;10;32;2;17;72;15;10;18;4;2;9;4;234
"K51   Colite ulcerativa";4;-;4;-;8;-;4;5;7;8;1;4;6;1;1;14;23;2;8;75;18;13;25;3;4;10;3;251
"K52   Outr gastroenterites e colites nao-infecc";1;1;-;-;18;1;3;9;2;22;6;36;5;-;-;21;52;2;22;100;30;14;16;6;4;8;2;381
"K55   Transt vasculares do intestino";11;1;32;2;31;3;12;27;21;142;44;28;177;36;14;108;284;76;213;1202;198;151;301;36;42;109;26;3327
"K56   Ileo paralitico e obstr intestinal s/hernia";14;7;42;9;122;2;46;130;118;310;89;90;217;47;44;442;532;77;538;976;341;132;400;59;72;207;43;5106
"K57   Doenc diverticular do intestino";10;3;6;5;28;1;8;22;24;40;20;17;56;16;8;66;190;60;205;724;121;98;167;40;42;98;27;2102
"K58   Sindr do colon irritavel";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;-;4;-;1;-;-;-;-;-;9
"K59   Outr transt funcionais do intestino";-;1;1;1;18;1;5;13;11;15;7;9;33;10;3;33;44;2;17;121;30;9;25;7;9;17;3;445
"K60   Fissura e fistula das regioes anal e retal";-;-;1;-;1;-;-;2;-;-;1;-;-;-;1;2;4;-;2;4;-;-;2;-;1;2;-;23
"K61   Abscesso das regioes anal e retal";-;-;-;-;1;-;1;1;1;1;1;1;1;1;2;6;9;1;6;37;3;5;3;1;2;3;-;87
"K62   Outr doenc do reto e do anus";1;-;-;-;4;-;2;8;2;13;2;2;8;3;4;14;15;-;19;31;6;4;5;2;1;1;1;148
"K63   Outr doenc do intestino";3;3;6;-;19;3;3;21;16;16;8;7;26;7;15;48;129;15;114;328;76;37;65;19;7;34;10;1035
"K65   Peritonite";7;7;30;3;64;3;10;38;28;92;10;44;114;13;17;155;253;32;139;509;80;35;78;20;13;30;8;1832
"K66   Outr transt do peritonio";-;-;4;-;8;1;2;2;1;11;6;3;6;4;1;7;26;2;36;56;9;2;10;1;-;5;2;205
"K70   Doenc alcoolica do figado";34;26;109;16;191;20;56;265;163;517;235;242;717;260;136;714;966;252;474;2247;749;287;596;189;143;447;191;10242
"K71   Doenc hepatica toxica";1;1;3;2;9;-;2;13;2;10;1;5;-;5;1;19;24;2;14;41;18;4;16;2;3;3;-;201
"K72   Insuf hepatica NCOP";22;7;28;5;83;6;13;74;51;70;23;72;111;93;15;186;266;14;199;688;125;69;125;19;53;52;11;2480
"K73   Hepatite cronica NCOP";1;1;1;1;11;3;2;6;4;8;5;3;5;-;3;9;15;1;8;34;7;4;11;-;1;3;1;148
"K74   Fibrose e cirrose hepaticas";54;46;137;16;280;35;44;186;89;322;131;152;281;95;65;505;1127;116;914;2722;508;256;570;78;118;295;43;9185
"K75   Outr doenc inflam do figado";5;3;15;3;27;1;3;21;10;29;15;20;51;17;11;44;47;12;54;153;19;11;26;7;12;11;6;633
"K76   Outr doenc do figado";22;5;36;7;55;6;11;77;55;89;38;95;369;118;42;306;227;29;185;808;101;46;64;18;21;57;17;2904
"K80   Colelitiase";21;4;50;4;66;12;23;49;24;86;28;32;92;29;26;123;175;55;147;567;148;67;172;34;36;91;33;2194
"K81   Colecistite";11;4;24;3;45;5;13;42;21;97;29;37;68;26;19;84;188;56;139;493;145;68;168;27;31;72;27;1942
"K82   Outr doenc da vesicula biliar";-;-;2;-;7;-;1;10;6;7;2;2;8;4;-;11;35;3;50;63;15;4;15;3;1;16;1;266
"K83   Outr doenc das vias biliares";7;3;23;2;67;7;7;24;19;65;27;26;67;21;26;82;146;17;146;372;64;44;83;23;26;30;25;1449
"K85   Pancreatite aguda";29;8;35;2;89;13;25;87;48;171;71;58;186;40;31;168;420;73;285;1043;227;165;270;41;62;170;65;3882
"K86   Outr doenc do pancreas";1;-;4;2;10;1;4;6;9;14;5;7;17;5;3;34;75;11;28;120;23;16;18;3;5;18;4;443
"K90   Ma-absorcao intestinal";-;-;-;-;2;-;-;1;-;1;2;1;3;2;-;2;2;-;4;9;3;2;3;1;1;3;-;42
"K91   Transt do aparelho digestivo pos-proced NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"K92   Outr doenc do aparelho digestivo";24;17;56;1;134;19;23;244;109;276;107;157;358;131;66;653;990;73;1082;1189;415;178;301;53;73;166;32;6927
"L00   Sindr pele escaldada estafilococ recem-nasc";-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;5
"L01   Impetigo";-;-;-;-;2;-;-;-;-;1;1;-;-;-;-;1;-;2;1;1;-;2;1;-;-;1;-;13
"L02   Abscesso cutaneo furunculo e antraz";-;1;8;1;17;1;-;12;2;4;6;6;14;9;7;26;38;10;52;99;7;6;11;11;3;12;4;367
"L03   Celulite";3;2;12;3;23;1;4;26;27;72;16;11;24;6;16;52;69;16;69;235;52;28;44;15;12;30;4;872
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;3;2;-;1;1;-;-;1;-;12
"L05   Cisto pilonidal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;3
"L08   Outr infecc localiz pele e tec subcutaneo";-;1;2;2;39;2;2;65;35;105;11;36;137;12;50;157;162;41;277;440;54;30;53;21;4;28;3;1769
"L10   Penfigo";1;-;6;1;2;1;-;2;1;4;5;2;1;1;-;4;14;2;10;31;5;1;9;1;3;3;3;113
"L11   Outr afeccoes acantoliticas";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"L12   Penfigoide";-;-;-;-;1;-;-;1;-;3;-;-;2;1;-;3;16;2;6;9;3;1;1;2;-;1;2;54
"L13   Outr afeccoes bolhosas";-;-;-;1;1;-;-;1;-;1;-;1;-;1;-;2;3;-;-;3;-;-;-;-;-;-;-;14
"L23   Dermatites alergicas de contato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"L26   Dermatite esfoliativa";-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;2;-;-;-;-;-;1;-;-;7
"L27   Dermatite dev subst de uso interno";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"L40   Psoriase";-;-;1;-;2;-;-;1;1;-;-;-;1;1;1;4;5;-;7;6;2;-;1;-;1;2;1;37
"L50   Urticaria";-;-;-;-;1;-;-;3;-;-;1;1;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;10
"L51   Eritema polimorfo";2;-;-;-;4;-;1;4;-;2;1;1;3;1;-;6;15;3;13;21;7;2;6;5;2;-;1;100
"L52   Eritema nodoso";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"L53   Outr afeccoes eritematosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;4
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;-;1;2;-;-;1;4;-;1;3;-;2;2;-;-;2;1;-;3;1;23
"L89   Ulcera de decubito";3;-;8;1;38;3;6;33;30;105;60;44;80;43;20;141;235;34;319;465;49;35;142;19;14;31;3;1961
"L93   Lupus eritematoso";-;-;-;-;7;-;-;3;1;1;1;8;3;-;1;13;12;4;7;13;4;1;1;2;-;4;-;86
"L94   Outr afeccoes localizadas do tec conjuntivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"L95   Vasculite limitada a pele NCOP";-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;2;-;-;-;-;7
"L97   Ulcera dos membros infer NCOP";1;-;2;-;14;-;1;7;3;18;4;2;22;4;2;23;48;3;50;69;10;12;9;3;5;8;1;321
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;-;-;-;20;1;-;8;-;41;9;10;13;4;12;30;64;3;122;95;8;10;17;2;7;7;2;485
"M00   Artrite piogenica";3;-;1;1;3;1;1;1;5;7;4;-;10;5;1;6;22;8;13;61;12;13;16;2;4;9;3;212
"M05   Artrite reumatoide soro-positiva";-;-;2;-;2;-;-;2;1;1;1;2;1;-;-;1;3;2;3;15;6;6;11;1;1;1;3;65
"M06   Outr artrites reumatoides";3;1;3;1;21;1;2;8;1;11;7;9;13;3;-;18;55;11;48;116;49;16;52;5;7;7;12;480
"M08   Artrite juvenil";-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;1;1;-;-;4;-;-;2;-;-;-;-;12
"M10   Gota";-;-;1;-;-;-;1;2;-;1;-;-;3;-;1;3;8;1;3;5;1;1;2;-;1;7;2;43
"M11   Outr artropatias p/deposicao de cristais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M12   Outr artropatias espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"M13   Outr artrites";-;-;1;-;-;-;-;-;-;2;2;-;2;2;-;-;2;3;1;9;-;-;1;2;1;1;-;29
"M15   Poliartrose";-;1;-;-;1;-;1;-;2;13;-;1;-;1;-;-;2;-;2;4;2;3;2;-;1;1;-;37
"M16   Coxartrose";-;-;1;-;-;-;-;2;-;1;1;-;1;1;-;-;16;3;4;41;11;2;5;-;2;4;-;95
"M17   Gonartrose";-;-;-;-;1;-;-;-;-;4;1;-;-;-;-;-;3;2;5;11;7;4;1;-;-;-;-;39
"M18   Artrose prim articulacao carpometacarpiana";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3;-;-;2;-;-;-;-;-;1;-;8
"M19   Outr artroses";-;-;1;-;5;-;1;3;1;5;1;-;5;1;3;7;12;-;6;16;11;3;2;-;-;2;1;86
"M23   Transt internos dos joelhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;3;-;1;-;-;-;-;7
"M24   Outr transt articulares especificos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;5
"M25   Outr transt articulares NCOP";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;9;-;5;21;1;-;-;-;-;-;-;38
"M30   Poliarterite nodosa e afeccoes correlatas";1;-;1;-;1;1;-;-;1;2;-;-;2;-;-;-;2;-;3;7;-;1;-;-;-;-;-;22
"M31   Outr vasculopatias necrotizantes";1;-;-;-;4;-;-;7;3;13;5;10;16;7;-;17;41;1;29;66;12;16;32;6;3;16;4;309
"M32   Lupus eritematoso disseminado";4;6;41;4;47;6;5;25;24;40;13;12;38;9;12;70;98;16;86;238;53;21;53;10;24;32;21;1008
"M33   Dermatopoliomiosite";1;-;1;1;3;-;-;3;1;1;2;1;2;-;1;4;8;-;8;24;6;5;5;1;-;-;1;79
"M34   Esclerose sistemica";1;-;1;1;5;-;1;4;3;7;2;6;4;1;1;11;30;7;34;67;15;7;31;5;3;7;6;260
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;1;-;2;-;-;-;-;6;-;2;5;-;1;1;8;3;18;20;3;6;7;2;1;5;6;97
"M42   Osteocondrose da coluna vertebral";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"M43   Outr dorsopatias deformantes";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;1;4;2;1;2;-;-;-;1;15
"M45   Espondilite ancilosante";-;1;-;-;-;-;-;2;1;1;-;1;-;-;1;1;2;-;2;2;1;1;3;-;-;-;-;19
"M46   Outr espondilopatias inflam";-;-;-;-;-;-;-;1;-;-;-;1;5;1;-;5;12;3;14;46;11;9;9;1;2;3;2;125
"M47   Espondilose";-;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;5;3;2;7;3;1;3;1;-;4;1;34
"M48   Outr espondilopatias";-;-;-;-;-;-;-;2;-;2;-;-;-;1;-;-;7;-;9;15;6;1;3;-;-;1;-;47
"M50   Transt dos discos cervicais";-;-;1;1;-;-;1;-;-;2;1;-;1;-;1;2;6;-;3;13;1;1;3;-;-;5;-;42
"M51   Outr transt de discos intervertebrais";-;-;1;-;-;-;-;3;-;4;-;1;1;-;-;3;6;-;3;14;7;1;3;1;-;2;-;50
"M53   Outr dorsopatias NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;5
"M54   Dorsalgia";-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;5
"M60   Miosite";-;-;6;-;-;-;1;1;-;1;2;1;8;-;-;-;5;1;7;11;4;8;1;1;-;5;-;63
"M61   Calcificacao e ossificacao do musculo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"M62   Outr transt musculares";2;4;7;1;23;1;-;20;11;148;71;107;173;43;16;103;183;10;101;331;22;12;13;2;5;22;4;1435
"M72   Transt fibroblasticos";-;-;1;1;8;-;-;12;-;5;1;1;2;3;-;10;19;4;19;32;14;8;10;2;-;5;2;159
"M79   Outr transt dos tec moles NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;2;-;-;-;-;-;-;-;6
"M80   Osteoporose c/frat patologica";1;-;1;-;3;-;1;-;5;4;1;1;4;-;1;2;12;22;11;85;4;4;9;1;3;6;6;187
"M81   Osteoporose s/frat patologica";2;-;1;-;1;-;-;2;1;9;5;3;1;1;2;7;13;9;6;19;11;2;6;4;6;2;-;113
"M84   Transt da continuidade do osso";-;-;3;-;4;-;-;-;5;25;1;2;1;-;1;7;73;30;27;71;4;6;12;-;13;5;1;291
"M85   Outr transt da densidade e estrutura osseas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1;1;-;-;-;-;1;-;7
"M86   Osteomielite";2;-;5;1;12;-;-;3;-;18;5;6;30;6;10;24;76;15;87;149;27;16;25;7;5;11;5;545
"M87   Osteonecrose";-;-;1;-;1;-;-;-;-;2;-;1;-;1;-;1;4;1;2;6;2;1;1;-;-;2;-;26
"M88   Doenc de Paget do osso";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;5
"M89   Outr transt osseos";-;-;-;-;1;-;-;-;-;2;-;1;-;1;-;-;6;1;6;8;-;-;1;1;-;-;-;28
"M91   Osteocondrose juvenil do quadril e da pelve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"M92   Outr osteocondroses juvenis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M93   Outr osteocondropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M94   Outr transt das cartilagens";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"M95   Outr deform adquir sist osteomusc tec conj";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"M99   Lesoes biomecanicas NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"N00   Sindr nefritica aguda";-;-;1;-;4;1;1;3;4;4;-;1;4;5;5;11;1;1;14;19;2;2;8;2;-;2;1;96
"N01   Sindr nefritica rapidamente progressiva";-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;1;2;-;-;1;-;-;1;-;-;-;1;10
"N02   Hematuria recidivante e persistente";-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;2;-;1;3;-;1;1;-;-;-;-;12
"N03   Sindr nefritica cronica";-;-;5;-;5;2;1;37;8;40;35;15;272;27;44;107;270;1;226;335;10;5;29;1;1;103;2;1581
"N04   Sindr nefrotica";-;-;3;1;8;-;2;1;1;7;1;2;2;-;-;13;9;3;10;15;9;7;6;-;6;4;1;111
