Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;2;-;8;-;2;8;1;111;3;-;2;3;-;2;9;3;6;14;2;5;2;-;2;6;-;191
"J14   Pneumonia dev Haemophilus infuenzae";-;-;-;-;1;1;-;2;1;1;-;1;-;-;-;1;2;-;-;2;-;-;-;-;-;1;-;13
"J15   Pneumonia bacter NCOP";62;64;251;31;467;35;77;313;126;952;428;471;382;118;102;439;1310;329;917;2459;645;484;795;126;127;330;89;11929
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;99;1;-;3;-;12;1;6;2;1;1;4;9;14;-;20;4;3;1;-;4;2;-;187
"J18   Pneumonia p/microorg NE";263;118;563;51;1609;133;106;1307;1133;3562;876;1210;2320;838;412;2301;7462;1179;8768;21046;3332;1265;3380;829;473;1800;406;66742
"J20   Bronquite aguda";1;-;1;1;-;2;-;1;1;-;-;-;-;-;-;-;1;3;1;9;3;1;2;1;1;-;-;29
"J21   Bronquiolite aguda";5;1;22;1;11;1;1;22;6;13;3;8;16;4;-;28;26;9;40;112;13;5;26;5;5;6;4;393
"J22   Infecc agudas NE das vias aereas infer";-;-;3;1;6;-;-;5;2;26;3;6;44;4;4;83;63;2;14;57;29;8;29;-;3;1;-;393
"J31   Rinite nasofaringite e faringite cronicas";-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;1;-;1;-;1;-;-;-;-;-;1;-;8
"J32   Sinusite cronica";-;1;-;-;4;-;-;-;-;-;1;4;1;-;-;4;12;-;8;19;1;1;4;-;2;5;3;70
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;1;-;-;8
"J35   Doenc cronicas das amigdalas e das adenoides";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;2;-;1;3;-;-;-;-;-;1;-;11
"J36   Abscesso periamigdaliano";-;-;1;-;1;-;-;-;-;-;2;-;1;1;-;2;5;-;3;10;1;3;-;1;1;2;1;35
"J37   Laringite e laringotraqueite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"J38   Doenc das cordas vocais e da laringe NCOP";2;-;1;-;7;1;-;1;1;3;1;2;1;1;-;4;11;-;3;9;1;2;1;1;2;4;-;59
"J39   Outr doenc das vias aereas super";1;1;-;-;10;-;-;4;2;8;3;3;10;3;-;15;23;-;9;32;5;2;3;2;4;4;-;144
"J40   Bronquite NE como aguda ou cronica";3;-;3;-;3;-;2;3;9;10;4;7;8;3;-;16;26;9;28;78;31;10;9;5;6;7;2;282
"J41   Bronquite cronica simples e a mucopurulenta";-;1;-;-;2;-;1;3;-;1;-;4;2;4;-;4;8;-;2;17;3;1;14;1;1;1;-;70
"J42   Bronquite cronica NE";-;-;4;-;7;-;2;3;5;10;5;1;10;4;2;17;23;4;22;63;23;14;61;22;5;4;-;311
"J43   Enfisema";29;11;38;11;181;12;32;117;40;93;46;46;158;38;2;126;420;95;366;1029;323;172;503;96;74;349;36;4443
"J44   Outr doenc pulmonares obstrutivas cronicas";329;218;322;48;996;85;268;616;342;1316;437;676;1718;561;318;1810;4991;755;2922;9300;3287;1883;3810;728;752;2014;421;40923
"J45   Asma";9;4;19;1;50;1;15;58;37;108;30;46;100;37;23;203;296;56;196;364;141;54;193;28;18;59;31;2177
"J46   Estado de mal asmatico";2;1;2;-;10;1;1;6;2;25;5;6;26;3;3;19;36;15;34;55;13;8;16;1;-;7;3;300
"J47   Bronquectasia";-;-;7;-;19;1;2;13;8;46;9;4;14;7;4;16;15;5;25;81;4;5;14;2;1;7;5;314
"J60   Pneumoconiose dos mineiros de carvao";-;-;1;-;1;-;-;2;1;-;-;1;-;-;-;-;-;-;1;8;1;4;1;-;-;2;-;23
"J61   Pneumoconiose dev amianto outr fibr minerais";-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;2;2;2;3;6;-;1;-;-;-;1;-;20
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;2;2;8;6;1;-;2;-;-;8;26;-;2;18;1;6;18;-;2;3;-;105
"J63   Pneumoconiose dev outr poeiras inorganicas";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;2;-;-;2;1;1;-;-;-;-;-;10
"J64   Pneumoconiose NE";3;-;-;-;6;1;1;13;8;7;-;4;4;3;1;9;18;4;5;32;3;7;11;-;1;3;-;144
"J65   Pneumoconiose assoc c/tuberc";-;-;-;-;2;-;-;-;-;1;1;-;1;-;-;-;3;-;1;-;1;1;-;-;-;-;-;11
"J66   Doenc das vias aereas dev poeiras org espec";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;6
"J67   Pneumonite hipersensibilid dev poeiras org";2;-;-;1;3;1;1;3;5;-;2;2;16;-;1;4;14;3;5;30;10;4;3;-;-;3;1;114
"J68   Afecc resp dev inal prod quim gas fumac vap";1;-;-;1;8;1;-;13;2;10;8;9;34;4;-;7;18;1;10;14;5;6;4;-;2;4;1;163
"J69   Pneumonite dev solidos e liquidos";24;3;51;3;71;-;7;130;71;310;92;67;250;47;37;179;909;91;453;1359;156;131;190;51;31;171;64;4948
"J70   Afeccoes respirat dev outr agentes externos";-;-;1;1;2;1;-;3;-;6;4;2;8;2;-;4;6;-;3;22;3;64;5;-;6;1;-;144
"J80   Sindr do desconforto respirat do adulto";5;-;9;-;11;-;2;5;6;9;6;1;12;5;4;23;34;9;36;71;17;9;14;1;4;13;3;309
"J81   Edema pulmonar NE de outr form";14;10;14;1;78;2;7;79;27;147;29;77;77;48;9;270;212;13;682;1102;70;49;100;9;13;36;11;3186
"J82   Eosinofilia pulmonar NCOP";-;-;1;-;-;1;1;1;-;3;1;1;-;1;-;1;4;-;2;4;-;2;-;-;-;-;1;24
"J84   Outr doenc pulmonares intersticiais";19;5;60;3;100;9;8;50;21;82;23;19;48;11;10;85;509;66;324;931;205;102;243;44;43;88;45;3153
"J85   Abscesso do pulmao e do mediastino";1;1;3;1;11;1;-;6;-;9;1;2;22;3;-;18;15;4;31;139;8;13;12;3;4;12;2;322
"J86   Piotorax";4;4;4;-;11;-;-;9;6;14;5;5;34;3;4;23;42;5;61;153;15;7;16;5;7;11;5;453
"J90   Derrame pleural NCOP";13;5;17;1;32;7;1;35;14;47;19;32;37;15;5;81;108;7;190;254;65;23;49;7;12;38;6;1120
"J92   Placas pleurais";1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;6
"J93   Pneumotorax";3;-;4;-;9;3;-;8;2;11;2;3;8;2;3;14;30;1;31;70;9;2;14;-;1;5;2;237
"J94   Outr afeccoes pleurais";3;-;-;-;3;-;-;4;1;7;1;3;3;-;1;8;13;-;10;30;9;6;5;2;-;1;1;111
"J95   Afeccoes respirat pos-proced NCOP";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;4
"J96   Insuf respirat NCOP";24;28;49;3;176;11;14;203;103;433;77;243;123;110;29;492;578;20;581;645;250;98;225;11;42;50;10;4628
"J98   Outr transt respirat";14;3;22;8;98;-;5;111;43;276;39;66;2051;52;39;848;361;74;541;849;80;73;465;20;24;37;23;6222
"K04   Doenc da polpa e dos tec periapicais";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;4
"K08   Outr transt dentes e estrut de sustentacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3
"K09   Cistos da regiao bucal NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"K10   Outr doenc dos maxilares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"K11   Doenc das gland salivares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"K12   Estomatite e lesoes correlatas";-;-;-;-;1;2;1;1;1;-;-;-;4;2;-;4;1;-;3;7;-;1;-;1;1;2;-;32
"K13   Outr doenc do labio e da mucosa oral";-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;3;-;2;2;-;-;1;-;-;-;-;12
"K20   Esofagite";1;-;2;-;1;-;1;1;-;5;1;1;6;-;1;9;14;-;11;14;3;-;4;-;1;5;-;81
"K21   Doenc de refluxo gastroesofagico";-;-;-;1;5;-;1;4;3;6;3;1;13;14;-;11;6;4;3;29;7;4;6;1;-;7;-;129
"K22   Outr doenc do esofago";1;-;1;2;9;1;2;8;10;27;7;7;15;4;13;29;51;6;45;106;24;22;23;11;7;17;1;449
"K25   Ulcera gastrica";13;6;14;4;93;2;14;110;48;73;39;46;95;25;20;117;118;59;182;537;121;59;111;32;27;49;16;2030
"K26   Ulcera duodenal";3;2;2;2;23;-;4;14;14;24;11;19;41;11;3;28;72;29;94;306;50;31;48;17;8;26;14;896
"K27   Ulcera peptica de localiz NE";4;4;6;2;28;1;5;43;28;44;25;24;67;14;11;54;72;14;52;176;30;31;49;10;19;39;13;865
"K28   Ulcera gastrojejunal";-;-;-;1;3;-;-;5;-;3;1;2;2;-;1;7;5;5;4;18;1;1;3;-;-;4;-;66
"K29   Gastrite e duodenite";3;2;4;2;20;-;7;29;5;13;18;13;36;4;5;24;20;11;45;114;30;21;24;9;8;28;7;502
"K30   Dispepsia";-;-;-;-;1;-;-;1;1;2;-;1;2;1;1;2;1;-;1;4;1;2;4;1;-;-;-;26
"K31   Outr doenc do estomago e do duodeno";1;-;2;-;8;-;1;13;2;14;5;2;13;9;3;18;37;7;45;76;14;6;10;5;3;3;2;299
"K35   Apendicite aguda";3;1;13;1;55;2;3;30;13;37;18;13;47;10;5;35;60;17;55;171;30;21;41;16;14;32;12;755
"K36   Outr form de apendicite";-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;6
"K37   Apendicite SOE";-;-;4;-;11;1;3;5;3;15;5;3;16;8;3;17;21;2;26;29;3;1;4;6;10;6;6;208
"K38   Outr doenc do apendice";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;7;6;2;-;1;-;-;2;-;22
"K40   Hernia inguinal";3;6;7;2;41;2;7;31;15;44;20;27;50;8;6;43;56;19;54;170;43;20;34;9;14;34;11;776
"K41   Hernia femoral";-;-;2;-;4;-;1;6;1;7;1;-;9;1;-;2;4;-;4;18;3;2;4;1;-;5;1;76
"K42   Hernia umbilical";2;1;2;1;10;-;5;9;7;17;10;1;24;6;2;14;13;4;37;57;10;6;8;5;9;7;1;268
"K43   Hernia ventral";1;-;2;-;10;-;-;1;3;16;-;2;31;3;2;14;19;3;23;72;16;7;11;6;4;8;2;256
"K44   Hernia diafragmatica";-;-;2;1;8;-;-;4;-;8;4;3;15;1;1;3;25;2;18;62;19;11;15;3;4;5;2;216
"K45   Outr hernias abdominais";-;-;-;-;1;-;1;1;2;3;1;2;1;2;-;3;7;2;2;11;7;4;3;2;1;4;1;61
"K46   Hernia abdominal NE";6;-;12;-;15;3;5;20;12;37;6;9;48;8;9;40;71;9;82;198;31;21;41;11;7;20;7;728
"K50   Doenc de Crohn";2;1;-;1;4;-;-;4;5;9;1;2;3;2;-;10;18;3;13;69;17;7;18;3;4;10;2;208
"K51   Colite ulcerativa";3;-;3;-;12;-;1;5;-;7;-;5;4;2;4;12;22;6;14;76;18;10;17;2;1;20;2;246
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;10;2;-;9;1;29;4;33;2;9;1;23;45;3;25;100;16;12;11;2;5;10;1;353
"K55   Transt vasculares do intestino";14;4;21;2;27;1;14;43;38;121;40;47;166;33;15;94;318;79;230;1211;162;146;273;49;28;135;36;3347
"K56   Ileo paralitico e obstr intestinal s/hernia";18;9;46;8;102;2;46;116;113;294;96;92;201;33;37;379;522;56;505;936;305;126;335;64;60;193;46;4740
"K57   Doenc diverticular do intestino";6;3;11;2;24;1;5;29;17;42;20;18;47;5;7;50;171;42;211;650;131;80;119;33;37;74;20;1855
"K58   Sindr do colon irritavel";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;4
"K59   Outr transt funcionais do intestino";2;3;2;-;12;-;1;12;11;23;5;4;43;8;6;53;31;2;15;120;19;11;24;5;5;15;2;434
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3;4;2;3;6;2;-;2;-;-;-;-;24
"K61   Abscesso das regioes anal e retal";1;-;1;1;-;-;-;2;1;1;-;-;4;3;1;4;11;1;11;26;6;5;1;1;1;4;3;89
"K62   Outr doenc do reto e do anus";1;1;2;1;4;-;-;2;1;3;2;4;5;3;2;7;17;2;11;33;1;2;7;-;4;2;2;119
"K63   Outr doenc do intestino";4;-;14;1;21;1;3;16;9;19;5;7;32;11;4;53;107;9;102;297;55;27;53;26;7;35;19;937
"K65   Peritonite";9;8;32;2;43;9;4;28;29;95;13;32;104;13;12;154;242;23;156;436;73;35;98;18;15;21;7;1711
"K66   Outr transt do peritonio";2;-;2;1;1;-;1;3;-;3;1;1;13;1;1;3;23;3;33;48;6;5;6;3;2;1;2;165
"K70   Doenc alcoolica do figado";37;26;104;10;214;19;74;285;190;527;255;257;798;232;154;739;1005;280;401;2316;741;279;554;212;125;454;191;10479
"K71   Doenc hepatica toxica";2;1;2;1;12;1;2;5;1;12;3;4;6;1;-;23;15;5;20;50;10;4;17;2;1;6;2;208
"K72   Insuf hepatica NCOP";24;7;25;5;105;7;9;79;52;80;20;51;107;108;31;250;260;18;193;637;131;56;91;13;34;64;10;2467
"K73   Hepatite cronica NCOP";2;2;7;-;9;1;-;7;7;6;4;6;8;6;1;13;9;3;2;39;8;3;10;-;-;2;-;155
"K74   Fibrose e cirrose hepaticas";62;29;134;35;259;15;39;212;87;335;140;182;280;102;80;536;1157;109;905;2738;514;215;588;91;132;286;46;9308
"K75   Outr doenc inflam do figado";5;4;10;3;24;6;-;27;11;37;21;15;38;14;1;57;58;14;60;159;18;18;30;7;12;15;9;673
"K76   Outr doenc do figado";15;9;24;4;79;8;9;90;59;107;43;92;328;153;60;307;174;25;222;783;109;41;59;18;26;64;12;2920
"K80   Colelitiase";17;4;45;10;74;5;20;49;35;73;38;33;90;26;18;125;160;59;175;543;134;76;145;44;33;98;39;2168
"K81   Colecistite";10;5;15;1;54;8;13;23;19;73;28;30;78;20;13;59;172;40;154;495;127;77;177;26;34;77;27;1855
"K82   Outr doenc da vesicula biliar";1;-;3;2;7;1;-;9;7;9;-;6;5;9;3;14;35;4;43;67;16;4;20;4;4;6;-;279
"K83   Outr doenc das vias biliares";8;3;25;2;65;-;2;34;17;48;16;23;49;22;23;91;142;15;127;364;70;44;77;17;27;46;20;1377
"K85   Pancreatite aguda";28;12;44;11;101;19;33;58;33;161;96;48;219;42;30;188;400;74;292;1067;228;147;271;56;66;177;66;3967
"K86   Outr doenc do pancreas";2;1;3;-;13;-;4;11;7;14;5;10;14;7;-;20;56;11;24;118;21;23;22;6;7;22;4;425
"K90   Ma-absorcao intestinal";-;-;-;1;2;-;-;1;4;2;1;2;3;1;-;2;5;1;-;12;4;4;4;1;-;3;-;53
"K91   Transt do aparelho digestivo pos-proced NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"K92   Outr doenc do aparelho digestivo";34;14;47;5;160;10;23;202;100;329;89;153;260;153;74;597;950;60;965;1276;397;172;357;43;67;139;38;6714
"L00   Sindr pele escaldada estafilococ recem-nasc";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"L01   Impetigo";1;1;-;-;2;-;1;1;-;-;-;-;-;-;-;1;3;-;3;2;-;1;-;-;-;-;-;16
"L02   Abscesso cutaneo furunculo e antraz";-;1;3;1;22;5;2;13;10;16;6;4;17;4;6;22;35;14;61;123;11;5;17;10;3;7;4;422
"L03   Celulite";5;4;13;2;22;1;11;13;21;97;12;19;20;9;15;58;69;12;89;232;33;20;29;15;8;21;7;857
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;3
"L05   Cisto pilonidal";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;4;-;-;-;-;-;-;-;7
"L08   Outr infecc localiz pele e tec subcutaneo";-;4;14;8;37;-;4;68;20;116;20;24;141;17;46;134;120;44;228;368;37;25;40;23;3;30;2;1573
"L10   Penfigo";-;-;2;-;3;2;2;4;-;2;2;3;1;-;1;5;8;4;12;19;6;5;5;1;2;1;2;92
"L11   Outr afeccoes acantoliticas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"L12   Penfigoide";-;-;-;-;2;-;-;-;1;5;1;1;4;-;-;5;3;2;7;16;3;1;2;1;-;2;1;57
"L13   Outr afeccoes bolhosas";-;-;-;-;1;-;-;1;-;3;1;2;1;2;-;4;5;-;-;3;1;-;4;-;-;-;-;28
"L26   Dermatite esfoliativa";-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;1;-;1;1;2;-;-;-;-;-;-;9
"L27   Dermatite dev subst de uso interno";-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;3;-;-;2;-;-;-;-;-;-;-;9
"L30   Outr dermatites";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L40   Psoriase";1;-;-;-;1;-;-;3;-;2;1;1;1;1;1;2;2;1;4;8;3;1;6;1;1;-;-;41
"L41   Parapsoriase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"L50   Urticaria";-;-;-;-;1;-;-;1;-;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"L51   Eritema polimorfo";2;-;3;1;1;-;-;4;1;1;2;1;6;-;-;5;14;2;11;19;4;4;2;-;1;1;-;85
"L52   Eritema nodoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"L53   Outr afeccoes eritematosas";-;-;1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;7
"L82   Ceratose seborreica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;1;2;2;-;-;-;-;-;1;3;-;-;2;2;-;3;-;-;-;-;16
"L89   Ulcera de decubito";2;1;16;3;44;2;3;37;22;111;81;63;97;38;30;137;238;24;318;493;29;38;92;23;14;22;1;1979
"L93   Lupus eritematoso";-;1;-;-;8;1;-;10;-;1;4;8;6;2;-;8;10;-;5;9;3;-;8;-;1;1;-;86
"L94   Outr afeccoes localizadas do tec conjuntivo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L95   Vasculite limitada a pele NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;2;-;-;1;-;-;-;9
"L97   Ulcera dos membros infer NCOP";-;-;2;-;13;-;1;4;6;21;10;12;15;4;3;20;43;1;42;71;14;13;15;3;4;8;-;325
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";2;-;1;-;22;1;2;6;4;36;7;11;18;5;11;37;65;2;123;84;6;5;2;1;3;4;2;460
"M00   Artrite piogenica";-;-;3;2;7;-;1;3;3;5;5;1;6;3;-;7;27;10;15;43;9;6;23;4;4;7;3;197
"M05   Artrite reumatoide soro-positiva";1;-;1;-;4;-;1;1;1;4;-;-;-;1;-;3;3;1;1;9;7;4;3;1;1;2;1;50
"M06   Outr artrites reumatoides";1;-;5;-;10;-;3;4;4;12;4;7;8;3;3;18;65;6;47;96;21;23;42;10;9;15;9;425
"M08   Artrite juvenil";-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;3;1;-;1;-;1;-;1;10
"M10   Gota";-;1;-;-;-;-;-;1;1;2;1;1;3;-;-;1;4;1;5;10;2;2;1;-;-;1;3;40
"M12   Outr artropatias espec";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"M13   Outr artrites";-;-;2;-;1;-;1;5;2;3;-;3;4;-;1;2;4;-;6;7;2;4;3;-;2;1;-;53
"M15   Poliartrose";-;2;3;-;-;-;1;1;2;13;2;-;-;-;3;1;1;-;-;2;3;2;1;-;-;-;-;37
"M16   Coxartrose";-;-;-;-;-;-;-;1;-;2;-;-;1;-;1;-;28;1;2;31;15;2;7;-;1;3;1;96
"M17   Gonartrose";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;6;1;2;6;8;1;7;-;-;1;1;37
"M18   Artrose prim articulacao carpometacarpiana";-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;2;-;1;3;1;1;3;-;-;-;-;14
"M19   Outr artroses";1;-;1;-;4;-;-;4;-;9;-;3;3;3;3;3;13;2;7;26;8;5;3;3;-;2;1;104
"M21   Outr deform adquir dos membros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M23   Transt internos dos joelhos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3;1;-;-;-;-;-;-;6
"M24   Outr transt articulares especificos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"M25   Outr transt articulares NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;10;-;2;26;-;3;-;1;-;1;-;46
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;-;-;2;1;-;1;-;2;-;-;2;-;-;-;1;2;5;8;-;1;1;-;-;1;-;27
"M31   Outr vasculopatias necrotizantes";-;1;4;-;8;-;2;11;4;17;9;6;11;6;-;11;48;2;34;74;7;12;27;2;3;7;3;309
"M32   Lupus eritematoso disseminado";6;9;57;3;54;9;9;20;16;59;8;15;31;10;8;65;79;15;95;184;54;20;54;9;20;36;19;964
"M33   Dermatopoliomiosite";3;1;-;-;-;-;-;4;1;7;1;-;3;1;-;1;13;3;8;22;4;1;10;-;2;5;-;90
"M34   Esclerose sistemica";-;-;2;-;5;-;5;5;3;13;6;3;6;3;2;12;38;6;25;44;17;5;24;2;6;9;-;241
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;1;-;3;-;-;3;-;1;1;1;2;2;2;9;16;3;16;22;6;3;5;3;2;3;10;114
"M36   Doenc sistemicas do tec conjuntivo doenc COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"M40   Cifose e lordose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M43   Outr dorsopatias deformantes";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;1;2;-;-;1;-;-;1;-;9
"M45   Espondilite ancilosante";-;-;-;-;1;-;-;-;-;1;-;1;1;1;-;1;6;1;3;3;2;-;3;-;-;2;1;27
"M46   Outr espondilopatias inflam";-;-;-;-;1;-;1;1;1;1;4;1;2;1;-;3;13;2;7;44;16;5;8;1;-;2;3;117
"M47   Espondilose";-;-;-;-;3;-;-;-;-;1;1;1;2;-;-;-;5;2;5;10;3;1;3;1;1;-;3;42
"M48   Outr espondilopatias";-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;3;7;1;7;22;3;1;2;-;-;2;-;52
"M50   Transt dos discos cervicais";-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;2;5;-;4;12;3;1;1;-;-;2;-;34
"M51   Outr transt de discos intervertebrais";-;-;-;-;1;-;-;1;2;5;1;-;-;-;-;2;6;2;4;9;6;1;4;1;-;3;-;48
"M53   Outr dorsopatias NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;-;1;-;-;-;-;-;-;-;7
"M54   Dorsalgia";-;-;-;-;2;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;7
"M60   Miosite";-;-;8;-;1;-;-;-;-;-;2;1;2;-;-;2;1;1;5;18;6;4;-;-;1;3;1;56
"M61   Calcificacao e ossificacao do musculo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M62   Outr transt musculares";2;6;6;1;15;-;-;24;6;134;50;125;140;31;23;100;164;6;104;278;21;12;7;3;-;25;1;1284
"M72   Transt fibroblasticos";1;-;5;1;2;-;1;9;1;9;1;-;2;5;-;5;16;8;10;34;10;5;18;2;-;6;-;151
"M76   Entesopatias dos membros infer excl pe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"M79   Outr transt dos tec moles NCOP";-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;2;-;1;1;1;-;-;-;-;-;-;9
"M80   Osteoporose c/frat patologica";-;1;1;-;2;-;4;4;8;9;1;1;5;-;1;4;16;10;13;57;5;3;8;2;3;3;4;165
"M81   Osteoporose s/frat patologica";1;1;3;-;5;-;1;5;1;6;4;2;2;1;-;8;13;7;5;28;7;13;3;3;-;2;1;122
"M84   Transt da continuidade do osso";-;-;-;-;2;-;-;1;4;28;1;-;3;-;2;1;70;3;30;72;10;1;5;3;-;3;1;240
"M85   Outr transt da densidade e estrutura osseas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;1;1;1;-;-;-;-;7
"M86   Osteomielite";2;-;3;-;7;1;1;4;1;20;8;5;33;9;8;31;69;24;103;164;20;9;40;6;6;15;5;594
"M87   Osteonecrose";-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;1;4;-;3;7;2;-;1;-;1;1;-;24
"M88   Doenc de Paget do osso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;3
"M89   Outr transt osseos";-;-;-;-;-;-;-;1;1;2;1;1;-;2;-;4;7;-;7;9;-;-;-;-;-;-;-;35
"M91   Osteocondrose juvenil do quadril e da pelve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M93   Outr osteocondropatias";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;5
"M94   Outr transt das cartilagens";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"M99   Lesoes biomecanicas NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"N00   Sindr nefritica aguda";1;-;1;-;1;-;-;2;3;5;4;-;2;2;-;5;5;1;17;15;1;1;5;2;-;-;-;73
"N01   Sindr nefritica rapidamente progressiva";1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;8
"N02   Hematuria recidivante e persistente";-;-;-;1;1;-;-;-;1;-;-;-;2;-;-;-;2;-;-;8;1;-;-;-;1;-;-;17
"N03   Sindr nefritica cronica";1;1;5;-;7;1;3;40;3;33;33;10;113;21;11;78;160;1;164;244;25;5;33;14;1;92;3;1102
