Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"J12   Pneumonia viral NCOP";2;1;6;7;19;1;2;21;1;38;6;69;5;11;-;7;8;2;8;74;17;7;32;4;6;17;4;375
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;3;-;5;-;2;5;2;14;5;2;4;1;-;1;2;5;4;19;5;1;1;-;1;3;-;85
"J14   Pneumonia dev Haemophilus infuenzae";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;1;-;-;1;-;7
"J15   Pneumonia bacter NCOP";158;106;271;48;602;31;91;469;303;1715;517;611;511;165;122;704;1766;241;1363;3861;793;829;987;576;276;477;219;17812
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;69;-;1;1;2;4;-;1;1;-;-;4;5;9;2;32;6;1;3;2;4;3;-;150
"J18   Pneumonia p/microorg NE";241;154;500;76;1878;178;170;1139;1194;2839;993;1165;2447;971;552;2519;7476;1021;9102;18891;3484;1515;2947;658;505;1729;307;64651
"J20   Bronquite aguda";-;-;4;2;-;-;-;-;2;-;-;-;1;-;-;2;5;-;1;6;4;-;2;1;2;-;-;32
"J21   Bronquiolite aguda";1;5;24;-;10;-;3;16;5;8;4;3;8;7;4;30;23;8;72;73;10;12;25;4;7;9;1;372
"J22   Infecc agudas NE das vias aereas infer";-;-;1;-;8;-;1;4;2;32;1;13;100;6;4;220;37;3;12;33;12;12;44;2;4;4;2;557
"J31   Rinite nasofaringite e faringite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;3
"J32   Sinusite cronica";-;-;1;-;1;-;2;-;1;4;2;2;1;-;3;2;6;1;11;21;2;-;3;-;1;3;1;68
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;1;-;6
"J35   Doenc cronicas das amigdalas e das adenoides";-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;1;-;-;1;11
"J36   Abscesso periamigdaliano";-;-;-;-;-;-;-;1;-;3;1;-;-;-;1;2;3;1;1;5;3;1;2;1;1;1;1;28
"J37   Laringite e laringotraqueite cronicas";-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;6
"J38   Doenc das cordas vocais e da laringe NCOP";-;-;1;-;-;-;-;2;-;6;2;2;4;-;1;4;10;1;5;22;-;3;8;-;-;5;-;76
"J39   Outr doenc das vias aereas super";-;2;-;-;4;-;-;2;5;9;3;3;7;1;1;6;23;1;17;28;9;3;4;4;5;4;-;141
"J40   Bronquite NE como aguda ou cronica";1;1;1;-;3;-;-;7;10;7;1;5;3;2;5;11;28;7;30;59;19;9;16;4;3;8;2;242
"J41   Bronquite cronica simples e a mucopurulenta";1;1;-;-;1;-;1;1;-;7;-;2;2;1;-;4;2;-;2;13;3;4;8;-;1;-;1;55
"J42   Bronquite cronica NE";1;2;5;1;6;1;4;6;5;4;1;4;13;6;1;25;24;5;15;49;21;18;53;7;4;1;2;284
"J43   Enfisema";22;4;49;4;188;6;35;93;41;100;45;46;145;30;10;122;461;90;382;960;309;163;513;79;69;362;49;4377
"J44   Outr doenc pulmonares obstrutivas cronicas";335;257;364;68;920;116;272;691;410;1317;429;716;1784;536;332;2100;4874;788;2927;9612;3264;1810;4350;626;723;1887;414;41922
"J45   Asma";13;4;25;6;55;3;28;61;39;74;39;66;100;32;15;166;278;74;222;372;156;71;218;18;28;63;44;2270
"J46   Estado de mal asmatico";2;-;2;-;8;-;3;8;4;18;5;2;14;3;1;12;24;5;11;48;18;5;15;1;1;7;1;218
"J47   Bronquectasia";-;-;4;-;19;5;3;11;8;42;9;8;24;5;4;19;25;6;33;53;9;7;14;1;3;10;4;326
"J60   Pneumoconiose dos mineiros de carvao";-;-;-;-;2;-;1;2;1;2;1;-;1;-;-;-;1;2;1;6;1;2;-;-;-;-;-;23
"J61   Pneumoconiose dev amianto outr fibr minerais";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;14;-;-;1;-;2;2;-;23
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;1;-;-;2;11;6;1;-;-;-;-;14;34;2;3;16;1;2;18;-;-;7;1;119
"J63   Pneumoconiose dev outr poeiras inorganicas";-;-;-;-;1;-;-;1;1;-;1;-;1;-;-;1;1;1;1;3;1;1;1;1;2;1;-;19
"J64   Pneumoconiose NE";-;-;-;2;9;1;1;16;6;11;5;3;6;2;-;7;22;2;12;22;11;11;5;-;4;8;1;167
"J65   Pneumoconiose assoc c/tuberc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3;-;-;1;-;-;-;-;6
"J66   Doenc das vias aereas dev poeiras org espec";-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"J67   Pneumonite hipersensibilid dev poeiras org";-;-;1;-;2;2;-;5;5;1;1;2;5;-;2;6;25;2;9;26;7;7;1;-;-;3;3;115
"J68   Afecc resp dev inal prod quim gas fumac vap";1;1;1;1;9;1;-;7;2;8;4;2;9;1;3;6;12;4;13;68;3;5;5;2;-;7;-;175
"J69   Pneumonite dev solidos e liquidos";29;38;49;5;103;7;17;125;80;409;122;103;222;44;35;246;950;55;570;1625;170;166;162;70;61;180;84;5727
"J70   Afeccoes respirat dev outr agentes externos";1;1;1;-;2;1;-;4;-;3;2;1;22;5;-;5;12;1;2;53;10;13;8;1;6;2;2;158
"J80   Sindr do desconforto respirat do adulto";4;1;10;-;12;1;-;8;1;17;4;6;14;5;2;22;32;3;27;94;24;10;9;2;3;15;1;327
"J81   Edema pulmonar NE de outr form";11;8;16;1;76;9;5;65;33;163;29;60;53;32;6;314;197;10;504;935;81;67;94;14;21;34;5;2843
"J82   Eosinofilia pulmonar NCOP";-;1;-;-;-;-;-;-;-;1;-;3;-;-;-;1;1;-;2;2;1;1;2;-;1;-;-;16
"J84   Outr doenc pulmonares intersticiais";14;7;76;3;130;11;17;44;25;87;19;32;59;31;9;100;582;79;300;1073;222;118;301;48;30;106;55;3578
"J85   Abscesso do pulmao e do mediastino";1;-;3;-;8;-;4;11;2;12;5;9;19;4;1;10;25;9;24;114;18;10;11;1;2;8;3;314
"J86   Piotorax";2;2;5;-;10;1;-;2;3;20;8;3;35;6;4;20;39;10;54;185;19;11;10;4;5;9;5;472
"J90   Derrame pleural NCOP";12;1;13;-;42;9;10;40;15;30;21;21;45;21;14;94;113;12;188;293;66;27;35;13;14;22;2;1173
"J92   Placas pleurais";-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;2;-;-;2;-;-;1;-;-;1;-;10
"J93   Pneumotorax";3;1;2;2;4;1;2;4;2;8;3;2;9;-;1;12;23;1;23;57;9;10;13;2;-;8;1;203
"J94   Outr afeccoes pleurais";1;-;2;1;4;2;-;6;1;-;4;-;2;1;2;12;12;1;10;39;9;7;1;2;-;2;-;121
"J95   Afeccoes respirat pos-proced NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J96   Insuf respirat NCOP";47;20;56;5;252;17;19;217;108;401;72;215;153;57;29;664;553;13;745;682;164;141;323;32;87;74;7;5153
"J98   Outr transt respirat";1;9;31;3;64;2;5;65;32;191;51;67;2123;69;94;878;374;12;461;658;73;50;311;16;26;58;14;5738
"K04   Doenc da polpa e dos tec periapicais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"K08   Outr transt dentes e estrut de sustentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;4
"K12   Estomatite e lesoes correlatas";-;-;2;-;2;-;-;3;1;6;1;-;3;4;-;1;2;1;3;10;5;-;1;1;-;3;-;49
"K13   Outr doenc do labio e da mucosa oral";1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;4;1;-;2;-;-;-;1;-;-;-;13
"K14   Doenc da lingua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
"K20   Esofagite";-;-;-;1;-;-;1;3;-;-;-;1;7;-;1;3;10;1;5;13;4;1;6;2;-;1;-;60
"K21   Doenc de refluxo gastroesofagico";2;2;1;-;1;2;-;1;1;3;1;-;20;5;4;8;16;3;6;38;7;2;3;3;-;9;2;140
"K22   Outr doenc do esofago";-;-;6;2;10;1;2;7;3;18;8;2;12;6;18;27;56;8;29;109;20;14;32;7;5;13;6;421
"K25   Ulcera gastrica";13;9;19;3;90;5;19;130;55;91;26;30;122;23;11;138;151;67;203;633;132;72;123;39;33;91;23;2351
"K26   Ulcera duodenal";2;1;5;1;23;3;11;32;12;34;15;12;66;7;5;47;67;32;87;357;73;31;47;17;6;34;7;1034
"K27   Ulcera peptica de localiz NE";2;1;4;2;26;1;9;45;24;52;28;20;88;10;4;39;61;17;61;154;29;23;52;18;13;27;5;815
"K28   Ulcera gastrojejunal";-;-;-;-;6;-;1;2;-;2;4;-;-;-;-;1;8;2;5;11;6;3;8;1;1;3;-;64
"K29   Gastrite e duodenite";3;-;8;-;35;2;5;33;15;23;12;16;49;12;5;32;34;1;48;166;36;22;26;5;4;19;2;613
"K30   Dispepsia";-;-;-;-;-;-;-;1;-;2;1;-;-;-;2;4;5;-;2;12;-;2;-;-;2;1;-;34
"K31   Outr doenc do estomago e do duodeno";-;-;3;1;11;2;2;9;4;12;5;7;14;8;2;35;31;6;35;56;19;6;9;2;5;3;3;290
"K35   Apendicite aguda";7;3;13;2;40;5;5;20;12;40;12;17;48;9;8;45;76;10;58;182;33;21;37;11;15;34;7;770
"K36   Outr form de apendicite";-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;2;1;1;1;1;1;1;-;-;-;-;-;13
"K37   Apendicite SOE";1;-;-;-;3;2;-;3;3;8;4;3;13;2;5;11;24;7;34;37;12;5;3;2;3;13;3;201
"K38   Outr doenc do apendice";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;3;2;-;-;-;-;-;1;-;10
"K40   Hernia inguinal";5;3;19;-;35;1;13;20;13;66;21;24;51;12;14;39;47;14;69;197;50;22;47;10;18;46;16;872
"K41   Hernia femoral";1;1;1;-;4;-;1;7;2;9;3;1;8;-;-;9;6;1;5;19;4;1;2;2;1;3;-;91
"K42   Hernia umbilical";-;1;1;-;8;1;4;7;4;21;6;5;30;4;7;21;24;8;42;72;11;6;9;6;3;12;3;316
"K43   Hernia ventral";1;-;1;-;5;-;-;1;6;14;5;2;21;6;2;12;20;1;29;73;13;6;11;1;2;15;3;250
"K44   Hernia diafragmatica";1;-;2;-;6;1;-;3;-;6;3;2;12;2;1;5;18;5;21;64;10;6;14;1;2;8;4;197
"K45   Outr hernias abdominais";-;-;1;-;2;-;-;1;1;5;3;1;2;2;-;4;6;-;6;20;9;2;9;1;2;3;1;81
"K46   Hernia abdominal NE";1;-;7;-;18;1;4;16;12;41;16;11;30;8;9;36;81;13;64;218;44;32;47;11;10;34;14;778
"K50   Doenc de Crohn";1;-;3;-;3;-;1;4;8;12;5;2;5;1;4;11;33;1;25;63;17;9;10;2;6;12;4;242
"K51   Colite ulcerativa";1;-;4;-;9;1;-;3;4;10;3;1;4;5;-;9;24;6;13;88;10;12;35;3;5;12;5;267
"K52   Outr gastroenterites e colites nao-infecc";2;3;-;-;22;2;4;14;1;31;6;36;18;5;-;21;52;5;10;123;45;19;31;8;5;11;1;475
"K55   Transt vasculares do intestino";12;2;34;-;47;1;11;35;19;144;37;39;187;42;16;104;262;75;217;1177;208;198;281;36;33;146;39;3402
"K56   Ileo paralitico e obstr intestinal s/hernia";21;5;59;8;155;5;38;126;100;298;90;89;242;46;40;419;593;74;582;1098;344;133;414;93;62;186;71;5391
"K57   Doenc diverticular do intestino";12;1;16;2;28;4;8;31;16;45;22;27;61;24;7;50;192;46;231;654;170;79;146;26;38;82;36;2054
"K58   Sindr do colon irritavel";-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;2;-;1;-;-;9
"K59   Outr transt funcionais do intestino";5;-;3;-;15;-;1;17;15;33;8;8;36;10;7;37;49;8;26;95;20;11;19;6;6;19;4;458
"K60   Fissura e fistula das regioes anal e retal";-;-;-;-;1;-;-;1;1;1;-;-;4;-;-;-;4;-;3;4;1;2;1;4;-;-;-;27
"K61   Abscesso das regioes anal e retal";-;-;2;1;4;1;-;6;2;3;2;1;3;1;-;9;14;4;7;29;7;4;1;1;4;5;-;111
"K62   Outr doenc do reto e do anus";1;-;3;-;11;-;1;2;3;2;1;2;7;3;-;8;23;4;14;27;5;4;9;2;3;1;1;137
"K63   Outr doenc do intestino";5;2;8;1;29;4;5;26;5;25;11;8;30;8;5;57;144;9;126;371;95;45;55;19;13;28;12;1146
"K65   Peritonite";10;7;36;3;59;1;7;43;20;107;24;31;131;16;8;131;258;18;149;414;71;47;111;18;27;39;13;1799
"K66   Outr transt do peritonio";-;3;3;-;8;-;-;4;5;8;3;1;5;4;-;8;25;5;58;64;18;7;8;3;2;6;-;248
"K70   Doenc alcoolica do figado";37;21;125;17;159;14;89;282;211;490;189;215;662;276;115;730;921;291;370;2186;716;265;526;151;121;424;196;9799
"K71   Doenc hepatica toxica";2;3;4;2;9;-;1;10;4;14;3;5;4;2;4;19;10;-;11;56;13;10;3;4;3;8;1;205
"K72   Insuf hepatica NCOP";11;9;29;5;79;9;11;74;53;74;25;60;113;95;25;213;282;14;208;585;121;53;110;22;35;58;15;2388
"K73   Hepatite cronica NCOP";1;5;3;1;6;3;-;6;4;7;3;1;7;5;2;11;12;1;11;37;10;2;11;-;-;3;-;152
"K74   Fibrose e cirrose hepaticas";74;38;123;20;333;26;32;259;77;373;172;157;236;92;68;504;1118;147;900;2769;597;244;587;115;140;261;44;9506
"K75   Outr doenc inflam do figado";3;2;10;3;35;6;1;25;13;32;17;17;41;14;8;60;61;11;66;156;31;19;22;9;5;30;11;708
"K76   Outr doenc do figado";19;9;33;8;63;8;10;79;38;100;42;111;357;108;57;298;209;36;230;781;122;49;74;20;32;66;16;2975
"K80   Colelitiase";11;9;48;8;72;6;27;64;32;108;37;44;111;31;30;116;194;57;179;587;145;76;154;35;29;105;48;2363
"K81   Colecistite";7;5;21;3;35;8;6;30;23;91;37;34;83;27;26;77;203;49;176;454;148;103;153;18;29;62;29;1937
"K82   Outr doenc da vesicula biliar";-;-;1;-;12;1;3;10;1;9;1;1;9;4;1;19;28;4;46;60;19;9;19;5;-;15;5;282
"K83   Outr doenc das vias biliares";9;4;35;6;57;5;4;29;23;59;28;20;67;18;22;76;156;28;139;397;87;35;104;21;10;45;29;1513
"K85   Pancreatite aguda";26;11;39;5;80;13;37;93;43;169;83;81;174;44;24;179;366;56;337;1050;230;113;283;65;53;146;51;3851
"K86   Outr doenc do pancreas";-;1;-;6;6;1;2;8;5;11;5;12;15;5;4;28;60;5;27;118;22;16;25;1;3;20;7;413
"K90   Ma-absorcao intestinal";-;-;-;-;-;-;-;1;-;2;-;1;1;-;-;4;6;-;1;9;2;2;1;-;-;3;1;34
"K91   Transt do aparelho digestivo pos-proced NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K92   Outr doenc do aparelho digestivo";43;13;69;3;184;14;29;217;108;301;119;146;386;171;105;667;1072;59;1102;1266;408;190;360;84;78;176;35;7405
"L00   Sindr pele escaldada estafilococ recem-nasc";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"L01   Impetigo";-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;4;-;1;2;-;1;1;-;-;2;-;15
"L02   Abscesso cutaneo furunculo e antraz";-;1;5;2;20;3;3;16;8;11;4;6;10;8;6;22;36;2;63;98;13;5;21;6;3;11;2;385
"L03   Celulite";5;2;14;22;14;3;1;26;29;84;12;19;40;17;19;52;68;10;96;245;41;30;45;13;15;24;8;954
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"L05   Cisto pilonidal";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"L08   Outr infecc localiz pele e tec subcutaneo";1;-;10;7;62;-;3;74;48;120;31;47;214;33;71;170;183;36;289;578;90;41;58;34;8;44;7;2259
"L10   Penfigo";-;-;5;-;3;-;-;4;1;3;3;6;3;2;-;4;8;2;9;15;2;6;4;1;1;2;-;84
"L12   Penfigoide";-;-;-;-;1;1;-;2;1;2;1;2;4;2;1;3;5;1;7;13;3;1;13;-;-;-;1;64
"L13   Outr afeccoes bolhosas";-;-;-;-;1;-;-;1;1;2;-;-;1;-;-;4;-;-;1;3;-;-;-;-;-;-;1;15
"L21   Dermatite seborreica";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"L26   Dermatite esfoliativa";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"L27   Dermatite dev subst de uso interno";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;4;-;1;-;-;-;-;-;9
"L30   Outr dermatites";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"L40   Psoriase";2;-;1;-;1;-;-;3;-;4;-;-;2;1;-;-;6;1;6;16;1;1;7;-;-;2;-;54
"L41   Parapsoriase";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"L50   Urticaria";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;8
"L51   Eritema polimorfo";-;-;-;-;5;-;-;2;2;5;-;-;4;4;2;7;13;1;15;23;4;4;10;2;1;4;3;111
"L52   Eritema nodoso";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L53   Outr afeccoes eritematosas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;4
"L82   Ceratose seborreica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"L88   Piodermite gangrenosa";-;1;-;-;1;-;-;-;-;4;1;1;-;-;-;-;3;-;1;5;1;-;2;1;-;-;-;21
"L89   Ulcera de decubito";6;-;8;3;40;3;5;52;29;112;50;54;129;48;19;153;230;42;371;547;35;31;125;14;13;34;5;2158
"L93   Lupus eritematoso";1;1;-;-;1;-;-;2;-;2;4;6;1;1;-;4;14;-;7;10;4;-;5;2;1;1;-;67
"L94   Outr afeccoes localizadas do tec conjuntivo";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L95   Vasculite limitada a pele NCOP";-;-;-;-;1;-;-;-;-;2;1;-;1;-;-;3;2;1;2;-;-;1;-;-;1;1;-;16
"L97   Ulcera dos membros infer NCOP";2;-;-;-;13;-;1;6;2;20;12;8;27;5;2;41;34;3;31;73;12;8;15;4;3;7;1;330
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";-;1;1;-;26;-;1;5;5;38;10;13;16;6;11;33;56;7;166;135;8;16;5;5;5;7;-;576
"M00   Artrite piogenica";-;1;3;1;7;-;1;3;4;6;4;-;8;1;2;4;30;6;16;64;7;15;10;4;7;11;4;219
"M02   Artropatias reacionais";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M05   Artrite reumatoide soro-positiva";-;-;-;-;-;-;-;1;-;4;-;-;-;-;1;2;4;1;6;15;9;5;13;-;2;1;1;65
"M06   Outr artrites reumatoides";3;-;3;1;3;-;2;2;7;10;2;11;9;5;1;21;83;13;42;120;35;25;53;3;6;10;10;480
"M08   Artrite juvenil";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;1;-;-;-;-;-;1;-;6
"M10   Gota";1;1;1;-;4;-;-;1;-;1;-;-;3;-;-;4;3;3;5;16;1;1;3;1;-;3;1;53
"M12   Outr artropatias espec";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;6
"M13   Outr artrites";-;-;1;-;1;-;-;1;1;2;1;-;3;1;-;3;7;4;1;12;2;2;4;-;2;-;-;48
"M15   Poliartrose";1;-;1;-;1;-;-;-;3;6;-;1;-;-;2;2;2;-;-;-;3;-;-;-;-;-;-;22
"M16   Coxartrose";-;-;2;-;-;-;-;1;1;1;1;-;2;-;-;3;13;5;4;26;6;3;4;-;1;5;2;80
"M17   Gonartrose";-;-;-;-;-;-;1;-;-;5;-;-;-;-;-;1;10;4;1;13;12;3;2;-;-;3;2;57
"M18   Artrose prim articulacao carpometacarpiana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;1;-;-;-;-;5
"M19   Outr artroses";-;1;-;-;4;-;-;6;2;4;2;2;1;-;1;8;8;5;6;28;5;5;3;-;-;4;1;96
"M20   Deform adquir dedos maos e pes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M21   Outr deform adquir dos membros";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"M23   Transt internos dos joelhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;2;-;1;-;1;-;-;-;10
"M24   Outr transt articulares especificos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;6
"M25   Outr transt articulares NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;-;1;13;-;-;1;-;1;-;-;23
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;-;-;1;1;-;-;-;1;-;-;2;-;-;3;1;1;2;7;1;1;1;1;-;-;1;24
"M31   Outr vasculopatias necrotizantes";2;-;2;-;9;1;1;2;1;4;6;5;16;6;-;15;32;3;46;77;14;13;24;3;1;5;2;290
"M32   Lupus eritematoso disseminado";7;6;33;9;42;5;9;25;19;55;14;12;30;15;11;74;97;20;105;236;57;27;50;14;21;46;16;1055
"M33   Dermatopoliomiosite";-;-;1;-;1;-;-;-;2;2;2;3;4;3;2;9;13;2;13;18;10;3;4;-;1;3;1;97
"M34   Esclerose sistemica";1;-;1;-;4;1;-;6;6;10;3;6;10;3;4;11;23;4;27;49;13;9;24;4;6;9;11;245
"M35   Outr afeccoes sistemicas do tec conjuntivo";1;-;1;-;1;-;-;1;-;6;-;2;6;1;1;7;18;3;14;31;2;2;12;2;1;4;1;117
"M42   Osteocondrose da coluna vertebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;3
"M43   Outr dorsopatias deformantes";-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;2;2;3;10;4;-;-;2;-;-;-;27
"M45   Espondilite ancilosante";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;4;2;2;3;1;1;3;1;-;1;-;21
"M46   Outr espondilopatias inflam";2;1;-;-;1;-;-;1;4;1;1;-;5;2;-;10;14;2;21;69;11;9;12;1;3;6;-;176
"M47   Espondilose";-;-;1;-;2;-;-;2;1;1;-;1;1;-;-;2;2;3;4;6;5;-;1;1;1;1;-;35
"M48   Outr espondilopatias";-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;6;1;10;25;3;1;-;-;2;2;-;54
"M50   Transt dos discos cervicais";-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;2;5;3;-;10;3;-;-;-;1;2;1;31
"M51   Outr transt de discos intervertebrais";-;-;1;-;-;-;-;1;2;1;2;1;2;1;-;2;8;3;10;15;5;1;4;1;-;2;1;63
"M53   Outr dorsopatias NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;5
"M54   Dorsalgia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;5
"M60   Miosite";-;-;2;2;2;1;2;1;2;-;2;1;8;4;-;1;5;-;11;22;-;-;-;-;-;3;1;70
"M61   Calcificacao e ossificacao do musculo";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;4
"M62   Outr transt musculares";4;1;9;1;16;-;3;15;6;131;77;81;191;57;12;113;187;23;93;336;32;19;17;10;6;26;9;1475
"M72   Transt fibroblasticos";2;-;7;2;13;1;-;8;1;12;2;1;13;1;3;9;31;3;18;58;24;10;11;1;-;5;-;236
"M79   Outr transt dos tec moles NCOP";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;4;-;-;1;2;-;-;-;-;-;-;9
"M80   Osteoporose c/frat patologica";2;-;-;-;-;-;2;1;4;20;1;-;2;-;-;2;13;13;6;71;4;2;21;-;1;3;3;171
"M81   Osteoporose s/frat patologica";-;-;4;-;2;-;-;2;-;13;3;5;4;-;2;8;10;5;4;30;13;-;6;-;4;3;3;121
"M84   Transt da continuidade do osso";1;-;2;-;2;-;1;-;5;27;-;1;3;-;1;11;86;8;32;93;1;-;5;2;11;4;1;297
"M85   Outr transt da densidade e estrutura osseas";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;1;-;-;3;1;2;-;1;-;-;-;12
"M86   Osteomielite";-;2;4;1;18;-;1;4;7;18;10;7;27;7;6;38;93;20;85;158;19;23;35;2;13;7;6;611
"M87   Osteonecrose";-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;2;3;1;2;5;2;-;-;-;-;1;-;19
"M88   Doenc de Paget do osso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;-;1;-;1;-;-;8
"M89   Outr transt osseos";-;-;-;-;-;-;-;2;-;1;-;-;1;1;-;4;6;-;11;6;-;-;1;-;-;-;-;33
"M91   Osteocondrose juvenil do quadril e da pelve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"M93   Outr osteocondropatias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;3
"M94   Outr transt das cartilagens";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;3
"M95   Outr deform adquir sist osteomusc tec conj";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"M99   Lesoes biomecanicas NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N00   Sindr nefritica aguda";1;-;2;-;1;-;-;2;2;8;2;1;6;4;-;4;6;1;14;30;1;-;13;4;-;5;-;107
"N01   Sindr nefritica rapidamente progressiva";-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;6
"N02   Hematuria recidivante e persistente";-;-;-;-;2;-;-;1;1;-;2;-;-;1;-;1;2;-;1;11;2;-;1;-;1;-;-;26
"N03   Sindr nefritica cronica";11;-;5;1;8;1;5;59;10;61;52;31;272;37;53;95;373;6;309;413;7;15;50;1;5;119;4;2003
