Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"J20   Bronquite aguda";-;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;1;-;-;2;2;-;1;-;-;1;-;12
"J21   Bronquiolite aguda";1;1;10;1;16;1;1;15;6;3;5;8;7;3;1;23;24;6;37;40;5;9;7;1;3;4;5;243
"J22   Infecc agudas NE das vias aereas infer";-;1;3;4;5;3;3;8;9;32;5;36;114;12;10;212;35;16;31;69;22;20;48;6;14;4;2;724
"J31   Rinite nasofaringite e faringite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J32   Sinusite cronica";-;-;-;-;-;-;-;1;-;1;1;-;2;1;-;3;2;1;8;10;2;-;2;-;-;2;1;37
"J34   Outr transt do nariz e dos seios paranasais";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;8
"J35   Doenc cronicas das amigdalas e das adenoides";-;-;1;-;1;-;1;1;-;1;-;-;1;-;-;-;1;-;1;5;1;-;-;-;-;1;-;15
"J36   Abscesso periamigdaliano";-;-;-;-;-;-;-;4;-;1;-;-;1;1;-;2;2;-;3;5;2;1;-;2;1;-;1;26
"J37   Laringite e laringotraqueite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;3
"J38   Doenc das cordas vocais e da laringe NCOP";-;1;1;-;4;-;-;2;1;4;1;6;-;1;-;1;9;2;5;15;1;4;3;1;2;-;1;65
"J39   Outr doenc das vias aereas super";1;-;4;-;-;-;2;3;2;6;7;4;6;-;-;6;25;2;17;24;5;4;5;1;2;3;3;132
"J40   Bronquite NE como aguda ou cronica";1;1;2;-;5;-;1;3;3;6;1;3;3;2;1;8;25;6;32;58;17;4;14;4;3;3;2;208
"J41   Bronquite cronica simples e a mucopurulenta";-;-;-;-;3;-;1;3;1;2;1;3;1;2;-;8;4;-;1;11;5;6;8;2;2;3;-;67
"J42   Bronquite cronica NE";1;-;1;-;6;-;1;4;2;2;5;1;5;5;-;8;27;2;14;43;14;10;35;-;6;7;3;202
"J43   Enfisema";27;13;38;2;176;8;24;84;24;82;43;37;67;23;11;127;371;69;359;796;252;134;391;68;67;221;36;3550
"J44   Outr doenc pulmonares obstrutivas cronicas";241;177;293;32;735;67;236;548;333;975;367;569;1573;352;253;1807;4022;615;2092;7262;2585;1270;3058;587;620;1498;357;32524
"J45   Asma";14;5;12;1;51;4;13;82;39;94;48;62;172;40;40;203;312;69;246;511;129;77;195;10;22;67;34;2552
"J46   Estado de mal asmatico";2;1;1;-;5;1;3;5;6;11;2;6;22;4;-;13;24;7;15;33;4;6;6;-;-;2;4;183
"J47   Bronquectasia";-;-;5;1;9;1;1;6;4;33;4;7;10;4;3;10;27;-;24;32;5;2;12;2;3;4;2;211
"J60   Pneumoconiose dos mineiros de carvao";-;-;-;-;1;-;-;4;1;2;-;1;1;-;-;2;3;1;-;5;1;2;-;-;-;-;1;25
"J61   Pneumoconiose dev amianto outr fibr minerais";-;-;-;-;-;-;-;-;-;3;-;-;2;1;-;1;5;-;1;3;-;-;1;-;-;-;-;17
"J62   Pneumoconiose dev poeira que cont silica";1;-;-;1;-;-;1;-;5;2;6;1;2;-;-;16;29;1;7;24;2;4;11;-;1;4;1;119
"J63   Pneumoconiose dev outr poeiras inorganicas";-;-;-;1;-;-;-;-;-;2;-;1;-;-;-;-;3;-;1;3;-;1;-;-;-;-;-;12
"J64   Pneumoconiose NE";1;-;1;2;10;1;-;8;2;8;2;-;2;1;1;8;13;1;7;19;7;7;4;-;-;1;1;107
"J65   Pneumoconiose assoc c/tuberc";-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;2;-;-;1;1;-;-;-;-;-;-;-;7
"J66   Doenc das vias aereas dev poeiras org espec";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;5
"J67   Pneumonite hipersensibilid dev poeiras org";2;-;3;-;1;1;-;4;7;5;-;3;3;1;1;2;13;-;6;27;6;5;-;3;-;3;5;101
"J68   Afecc resp dev inal prod quim gas fumac vap";1;-;-;-;7;1;1;9;4;10;2;11;9;1;5;12;15;1;15;33;8;4;5;1;1;2;4;162
"J69   Pneumonite dev solidos e liquidos";25;18;58;8;113;7;14;88;80;346;125;106;230;61;48;283;974;70;503;1593;205;177;159;103;46;230;56;5726
"J70   Afeccoes respirat dev outr agentes externos";-;-;-;-;2;-;-;1;-;3;1;-;16;1;1;4;10;-;2;14;1;7;-;-;5;3;44;115
"J80   Sindr do desconforto respirat do adulto";3;2;111;4;32;9;2;54;4;34;14;12;24;6;13;34;76;50;125;368;26;7;34;1;12;15;1;1073
"J81   Edema pulmonar NE de outr form";6;3;14;1;65;5;7;49;19;87;18;50;47;21;5;148;138;7;346;611;49;54;66;10;19;24;6;1875
"J82   Eosinofilia pulmonar NCOP";-;-;-;-;-;-;-;1;-;2;-;-;1;-;1;1;-;-;3;1;-;-;1;-;-;-;-;11
"J84   Outr doenc pulmonares intersticiais";10;6;53;4;155;12;19;52;15;55;11;19;56;10;24;85;498;58;211;798;216;119;211;41;30;103;39;2910
"J85   Abscesso do pulmao e do mediastino";2;-;2;-;11;-;9;7;4;9;4;2;6;3;1;12;16;5;17;73;17;14;8;2;3;8;2;237
"J86   Piotorax";1;-;4;-;3;1;-;3;2;4;2;1;10;3;3;12;36;8;35;103;18;6;13;3;3;6;-;280
"J90   Derrame pleural NCOP";5;6;18;2;38;4;5;26;20;41;11;32;32;17;7;64;121;9;168;289;51;35;36;12;14;41;9;1113
"J92   Placas pleurais";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3
"J93   Pneumotorax";2;-;4;-;8;1;-;5;3;10;2;7;9;1;1;9;28;3;36;65;12;7;10;2;1;5;5;236
"J94   Outr afeccoes pleurais";3;-;1;-;6;-;-;5;1;6;-;3;2;2;2;10;22;-;10;18;10;3;5;-;1;3;3;116
"J96   Insuf respirat NCOP";34;32;76;8;390;40;24;369;123;599;82;202;155;76;28;423;610;74;1115;1333;135;166;272;30;61;82;10;6549
"J98   Outr transt respirat";26;8;136;33;1215;14;18;483;85;278;208;176;2768;90;113;777;832;47;781;9636;230;116;325;48;45;86;15;18589
"K04   Doenc da polpa e dos tec periapicais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;4
"K08   Outr transt dentes e estrut de sustentacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"K09   Cistos da regiao bucal NCOP";-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"K10   Outr doenc dos maxilares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"K11   Doenc das gland salivares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"K12   Estomatite e lesoes correlatas";1;-;3;-;4;-;-;2;3;-;2;1;3;-;-;2;4;-;8;6;3;2;1;1;-;1;1;48
"K13   Outr doenc do labio e da mucosa oral";-;-;-;-;1;-;-;-;1;2;1;1;-;-;-;1;1;-;3;3;4;-;3;1;-;1;-;23
"K14   Doenc da lingua";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"K20   Esofagite";-;1;-;-;-;-;-;-;2;6;1;-;5;1;-;3;5;1;7;15;2;1;-;-;1;-;-;51
"K21   Doenc de refluxo gastroesofagico";-;1;-;-;6;-;-;3;2;7;1;4;5;1;2;7;9;2;6;35;8;1;4;1;2;4;2;113
"K22   Outr doenc do esofago";3;3;3;1;8;-;4;12;10;22;5;5;19;4;4;30;51;6;29;92;23;15;19;3;5;17;6;399
"K25   Ulcera gastrica";13;5;23;3;89;5;12;138;54;92;25;38;76;26;17;131;171;40;216;551;133;69;123;34;32;89;25;2230
"K26   Ulcera duodenal";2;1;5;-;12;2;5;19;9;24;6;5;32;16;6;35;71;26;76;257;48;28;50;7;4;20;7;773
"K27   Ulcera peptica de localiz NE";4;-;6;-;18;1;4;33;30;49;22;18;87;6;7;45;52;18;63;132;33;16;49;8;2;21;8;732
"K28   Ulcera gastrojejunal";-;-;3;-;1;1;1;6;2;4;3;-;-;-;-;2;5;2;5;9;-;2;4;1;3;-;-;54
"K29   Gastrite e duodenite";4;1;2;2;26;1;9;27;12;16;12;13;34;11;6;19;20;13;32;84;23;25;26;3;4;17;1;443
"K30   Dispepsia";-;-;-;-;2;-;-;1;-;1;-;1;2;-;1;1;-;-;4;12;-;1;-;1;-;-;-;27
"K31   Outr doenc do estomago e do duodeno";4;2;1;-;14;-;1;5;1;6;5;5;5;1;3;25;25;5;33;39;14;5;8;2;2;7;2;220
"K35   Apendicite aguda";4;6;10;8;49;6;7;46;16;38;15;17;42;21;5;59;72;18;81;187;45;20;47;12;9;29;14;883
"K36   Outr form de apendicite";-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;7
"K37   Apendicite SOE";1;-;1;1;4;-;2;1;3;7;3;2;12;2;2;27;23;2;32;23;7;2;4;2;3;7;-;173
"K38   Outr doenc do apendice";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;5;2;1;-;-;-;-;1;-;13
"K40   Hernia inguinal";6;-;14;-;40;1;6;49;20;44;32;28;44;6;15;58;75;9;58;163;52;15;39;8;15;34;12;843
"K41   Hernia femoral";-;1;3;-;2;-;-;5;-;4;1;-;5;-;1;3;5;1;6;25;3;3;5;1;2;5;-;81
"K42   Hernia umbilical";-;2;4;1;9;-;4;13;4;18;7;5;18;9;4;21;22;8;28;69;16;9;8;7;5;16;6;313
"K43   Hernia ventral";-;-;3;-;3;-;4;4;8;4;3;3;24;2;2;11;24;2;14;49;14;8;16;-;-;7;4;209
"K44   Hernia diafragmatica";1;-;3;1;8;-;-;1;2;6;2;3;4;1;3;4;23;-;20;55;19;9;17;3;5;9;5;204
"K45   Outr hernias abdominais";-;-;-;-;1;-;-;2;-;3;1;3;-;-;-;2;6;1;-;13;7;3;4;1;-;-;1;48
"K46   Hernia abdominal NE";3;3;5;2;22;2;6;22;17;40;7;14;36;7;6;37;79;11;78;188;39;26;63;12;7;32;8;772
"K50   Doenc de Crohn";1;-;1;-;2;-;1;5;5;8;2;3;5;1;1;16;28;3;20;70;7;7;21;1;4;12;6;230
"K51   Colite ulcerativa";1;1;1;2;13;2;2;3;6;16;5;1;4;5;1;10;25;5;23;63;16;11;26;-;3;14;7;266
"K52   Outr gastroenterites e colites nao-infecc";2;-;-;4;22;2;4;18;11;28;12;32;13;7;3;19;43;-;19;103;27;17;27;10;4;14;3;444
"K55   Transt vasculares do intestino";10;1;19;1;33;3;12;46;23;99;36;15;103;23;7;86;283;48;165;814;187;170;254;46;19;104;39;2646
"K56   Ileo paralitico e obstr intestinal s/hernia";14;5;57;5;138;10;36;118;117;254;72;104;207;43;29;395;528;85;535;1041;380;129;381;70;54;213;76;5096
"K57   Doenc diverticular do intestino";4;2;13;1;33;4;7;27;18;38;16;27;52;17;12;94;175;31;205;581;142;87;162;42;40;87;31;1948
"K58   Sindr do colon irritavel";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;-;1;-;-;1;-;9
"K59   Outr transt funcionais do intestino";2;3;4;4;15;-;3;16;12;20;4;14;20;15;2;45;47;-;14;109;38;11;20;5;3;28;4;458
"K60   Fissura e fistula das regioes anal e retal";-;-;1;2;4;-;-;-;-;3;-;-;1;1;1;2;2;-;1;7;2;2;-;1;-;-;-;30
"K61   Abscesso das regioes anal e retal";-;-;2;-;1;-;-;1;1;-;-;-;3;1;-;6;7;1;8;20;8;3;4;1;2;2;1;72
"K62   Outr doenc do reto e do anus";-;-;-;-;5;-;1;3;-;11;-;2;2;5;3;8;16;2;18;20;7;3;1;-;2;6;-;115
"K63   Outr doenc do intestino";2;1;7;1;21;3;4;21;13;25;7;8;17;13;4;60;136;19;90;338;75;47;64;36;12;43;10;1077
"K65   Peritonite";6;7;36;1;41;4;7;30;14;104;32;24;111;16;18;151;281;37;109;353;60;46;85;18;18;35;10;1654
"K66   Outr transt do peritonio";2;1;1;1;9;-;-;4;2;4;1;3;3;2;3;3;18;5;34;52;12;4;6;6;1;10;3;190
"K70   Doenc alcoolica do figado";36;27;94;17;178;26;73;318;214;525;245;247;710;268;135;826;1026;239;347;2382;809;316;582;158;136;447;202;10583
"K71   Doenc hepatica toxica";1;-;1;1;10;-;1;2;1;9;2;2;7;2;-;36;19;3;11;44;16;6;8;5;2;7;2;198
"K72   Insuf hepatica NCOP";19;9;26;8;58;4;13;71;39;84;26;53;122;98;24;182;220;20;214;601;140;67;106;28;37;56;11;2336
"K73   Hepatite cronica NCOP";1;2;6;-;8;1;-;7;1;5;1;1;7;4;2;13;10;-;3;27;5;2;10;1;3;3;3;126
"K74   Fibrose e cirrose hepaticas";73;33;136;31;259;25;39;233;88;358;141;159;223;81;66;480;1100;145;789;2551;577;264;587;129;132;279;49;9027
"K75   Outr doenc inflam do figado";2;3;11;2;21;-;3;25;8;23;8;19;31;12;8;33;60;14;51;132;36;13;25;9;7;13;9;578
"K76   Outr doenc do figado";18;4;35;5;60;7;12;84;42;94;56;106;366;127;44;307;206;23;187;644;108;51;64;28;29;73;24;2804
"K80   Colelitiase";13;6;46;6;71;9;17;56;26;75;25;35;88;26;20;104;165;46;143;433;153;93;145;36;30;95;26;1988
"K81   Colecistite";14;5;17;2;52;6;11;29;20;83;23;27;76;15;14;78;161;32;146;419;142;78;136;27;24;58;32;1727
"K82   Outr doenc da vesicula biliar";1;-;1;-;6;-;-;1;3;3;3;1;7;4;2;14;24;2;37;59;10;4;10;2;1;9;3;207
"K83   Outr doenc das vias biliares";6;3;25;3;51;3;9;41;23;61;22;29;79;26;29;95;169;23;159;459;85;43;91;18;18;54;34;1658
"K85   Pancreatite aguda";26;6;44;9;90;12;33;76;42;150;60;62;143;52;24;174;446;78;289;1005;281;140;264;42;59;176;59;3842
"K86   Outr doenc do pancreas";4;3;2;-;5;1;5;9;1;21;4;12;11;5;5;20;66;7;30;104;34;9;23;8;6;23;7;425
"K90   Ma-absorcao intestinal";1;1;1;-;1;-;-;3;-;-;-;-;-;2;-;1;3;-;2;8;1;1;1;-;-;5;1;32
"K92   Outr doenc do aparelho digestivo";57;14;72;9;191;19;39;246;129;297;148;195;506;182;97;749;1072;76;1127;1651;427;212;315;83;75;208;33;8229
"L00   Sindr pele escaldada estafilococ recem-nasc";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;4
"L01   Impetigo";-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;1;-;1;4;-;-;-;-;-;-;-;10
"L02   Abscesso cutaneo furunculo e antraz";1;-;3;2;18;-;4;11;5;14;5;6;21;7;4;18;31;12;52;104;11;6;16;8;2;6;7;374
"L03   Celulite";2;1;17;2;19;2;4;15;24;78;10;12;23;9;15;64;77;19;81;234;55;28;41;17;8;22;19;898
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;1;-;1;-;-;-;-;-;-;-;7
"L05   Cisto pilonidal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"L08   Outr infecc localiz pele e tec subcutaneo";2;-;13;6;61;-;9;83;55;151;37;36;179;38;66;204;194;22;292;610;105;53;81;45;13;36;8;2399
"L10   Penfigo";2;-;3;-;2;-;-;4;1;4;1;2;4;1;-;8;13;5;7;16;8;2;3;-;2;1;1;90
"L11   Outr afeccoes acantoliticas";-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"L12   Penfigoide";-;-;-;-;1;-;-;2;-;4;-;2;1;1;1;4;7;1;4;12;3;-;5;-;1;-;1;50
"L13   Outr afeccoes bolhosas";-;-;-;-;2;-;-;1;-;-;2;-;1;1;-;-;-;-;4;3;1;-;-;-;1;1;-;17
"L21   Dermatite seborreica";-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;6
"L26   Dermatite esfoliativa";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;5
"L27   Dermatite dev subst de uso interno";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;4
"L30   Outr dermatites";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"L40   Psoriase";-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;3;3;2;-;4;5;1;5;-;-;-;-;28
"L50   Urticaria";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;6
"L51   Eritema polimorfo";1;-;-;-;2;-;1;4;1;2;1;-;2;1;1;6;8;2;7;27;9;2;5;1;1;-;2;86
"L53   Outr afeccoes eritematosas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;5
"L82   Ceratose seborreica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"L88   Piodermite gangrenosa";-;-;-;-;4;-;-;1;-;2;-;-;-;-;-;-;2;-;3;1;2;2;1;-;-;-;1;19
"L89   Ulcera de decubito";4;1;13;2;32;1;8;42;26;105;45;58;132;26;18;142;200;39;282;398;44;26;104;19;9;25;4;1805
"L93   Lupus eritematoso";-;-;-;-;-;1;3;1;-;1;5;3;-;3;2;5;9;-;9;13;6;-;6;2;-;3;1;73
"L94   Outr afeccoes localizadas do tec conjuntivo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"L95   Vasculite limitada a pele NCOP";1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3;-;1;4;-;-;-;-;-;1;-;12
"L97   Ulcera dos membros infer NCOP";2;-;2;1;8;-;1;5;3;18;11;8;18;6;2;36;29;11;43;57;12;13;10;4;6;11;1;318
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";2;-;2;-;26;1;1;8;4;21;20;16;34;4;11;39;64;13;121;125;19;17;13;-;-;7;4;572
"M00   Artrite piogenica";-;-;2;-;3;-;-;1;3;15;3;2;8;2;3;13;23;7;19;62;9;12;18;2;2;5;6;220
"M02   Artropatias reacionais";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M05   Artrite reumatoide soro-positiva";-;-;-;-;2;-;1;3;-;4;-;2;3;-;-;3;8;2;2;11;11;5;13;2;-;2;4;78
"M06   Outr artrites reumatoides";2;1;8;1;6;1;1;8;6;9;6;1;7;1;-;21;64;7;38;121;44;4;35;5;9;7;4;417
"M08   Artrite juvenil";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;-;7
"M10   Gota";-;-;-;-;2;-;2;2;-;3;1;1;-;2;-;3;8;-;5;10;2;3;3;2;-;3;-;52
"M11   Outr artropatias p/deposicao de cristais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"M12   Outr artropatias espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M13   Outr artrites";-;-;1;-;6;-;-;3;2;1;1;-;5;1;-;2;2;5;4;11;-;2;2;1;1;-;-;50
"M15   Poliartrose";-;-;-;-;1;1;-;1;1;6;-;1;-;1;1;-;4;2;-;-;1;-;1;1;-;-;-;22
"M16   Coxartrose";-;-;-;-;-;-;-;-;1;-;2;-;1;1;-;-;19;7;8;35;8;3;2;-;1;3;2;93
"M17   Gonartrose";-;-;-;-;2;-;-;2;-;1;1;-;1;-;-;2;4;2;1;10;3;2;2;-;-;2;-;35
"M18   Artrose prim articulacao carpometacarpiana";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"M19   Outr artroses";-;-;1;-;4;-;-;7;2;4;3;5;7;2;-;14;6;5;9;25;6;2;1;1;1;1;-;106
"M23   Transt internos dos joelhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"M24   Outr transt articulares especificos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;4
"M25   Outr transt articulares NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;2;13;-;-;-;-;-;1;-;20
"M30   Poliarterite nodosa e afeccoes correlatas";-;-;1;-;1;-;-;-;-;1;-;3;1;-;-;2;2;-;2;4;1;2;-;1;1;-;-;22
"M31   Outr vasculopatias necrotizantes";3;-;2;1;8;-;1;6;4;10;2;5;8;2;-;16;33;5;37;57;13;10;17;-;1;4;2;247
"M32   Lupus eritematoso disseminado";4;4;36;8;44;6;6;20;23;44;15;7;45;7;4;77;86;9;106;185;44;20;66;15;19;38;24;962
"M33   Dermatopoliomiosite";1;-;3;-;5;-;1;1;-;3;-;-;3;-;-;4;12;-;6;16;2;1;4;4;4;3;1;74
"M34   Esclerose sistemica";-;-;3;-;3;-;1;7;4;8;4;3;6;2;6;10;30;2;21;55;15;5;15;3;3;2;4;212
"M35   Outr afeccoes sistemicas do tec conjuntivo";1;-;-;-;2;-;-;1;1;2;-;2;1;2;1;2;12;3;16;22;4;6;11;2;-;4;3;98
"M40   Cifose e lordose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"M41   Escoliose";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M42   Osteocondrose da coluna vertebral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M43   Outr dorsopatias deformantes";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;3;-;2;4;2;-;-;-;-;1;-;15
"M45   Espondilite ancilosante";1;-;-;-;1;-;-;-;1;1;-;-;2;-;-;-;2;-;1;4;3;-;-;2;-;1;-;19
"M46   Outr espondilopatias inflam";-;-;-;-;4;-;-;1;-;3;-;1;8;1;1;5;18;2;19;46;9;12;11;2;1;6;2;152
"M47   Espondilose";-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;3;1;3;12;5;2;1;1;1;2;-;35
"M48   Outr espondilopatias";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;3;-;12;10;2;4;2;1;1;3;-;42
"M50   Transt dos discos cervicais";-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;4;5;-;2;4;2;1;1;-;-;-;1;24
"M51   Outr transt de discos intervertebrais";-;-;-;-;1;-;1;2;2;3;1;-;2;-;1;2;6;1;4;9;3;5;3;-;-;4;-;50
"M53   Outr dorsopatias NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;3;-;8
"M54   Dorsalgia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3
"M60   Miosite";1;1;4;-;2;-;1;-;-;2;-;-;3;-;-;1;8;3;12;16;1;-;-;3;1;-;-;59
"M61   Calcificacao e ossificacao do musculo";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"M62   Outr transt musculares";3;6;8;5;17;-;3;18;11;122;148;43;157;63;12;104;196;10;103;258;53;25;18;7;8;31;1;1430
"M67   Outr transt das sinovias e dos tendoes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M72   Transt fibroblasticos";-;-;12;-;14;-;1;14;2;9;5;-;8;5;3;14;38;5;18;59;24;7;13;5;1;4;1;262
"M79   Outr transt dos tec moles NCOP";-;-;1;1;-;-;-;-;2;2;1;-;-;-;-;1;3;-;2;1;-;-;-;-;1;-;-;15
"M80   Osteoporose c/frat patologica";-;-;1;-;1;-;1;1;1;16;1;1;2;-;-;3;11;30;9;79;7;2;14;-;3;8;-;191
"M81   Osteoporose s/frat patologica";2;-;-;-;7;-;1;4;-;11;4;8;8;2;5;8;19;8;6;19;7;4;6;1;-;5;-;135
"M83   Osteomalacia do adulto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"M84   Transt da continuidade do osso";-;-;2;-;2;1;1;-;-;18;1;1;4;-;1;16;70;4;24;94;2;1;2;5;2;3;-;254
"M85   Outr transt da densidade e estrutura osseas";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;1;7
"M86   Osteomielite";3;3;4;1;11;-;-;10;6;14;5;7;30;7;4;39;85;25;82;171;37;28;17;12;3;17;4;625
"M87   Osteonecrose";-;-;-;-;1;-;-;1;1;1;-;-;1;-;-;-;6;-;1;6;1;1;1;-;-;-;1;22
"M88   Doenc de Paget do osso";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3;1;1;1;1;-;-;-;-;9
"M89   Outr transt osseos";-;-;-;-;1;-;-;1;2;1;-;-;-;1;1;1;3;1;7;2;-;2;-;-;-;1;-;24
"M91   Osteocondrose juvenil do quadril e da pelve";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M92   Outr osteocondroses juvenis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2
"M93   Outr osteocondropatias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"M94   Outr transt das cartilagens";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;4
"M95   Outr deform adquir sist osteomusc tec conj";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"M99   Lesoes biomecanicas NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"N00   Sindr nefritica aguda";1;-;3;-;3;1;-;2;2;1;1;-;18;2;2;11;7;1;26;14;2;-;4;-;-;4;-;105
"N01   Sindr nefritica rapidamente progressiva";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;4
"N02   Hematuria recidivante e persistente";-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;2;1;-;2;8;-;-;1;1;-;-;-;20
"N03   Sindr nefritica cronica";8;-;16;-;3;2;10;83;8;29;60;24;290;25;57;117;438;5;349;416;37;6;29;1;7;154;1;2175
"N04   Sindr nefrotica";1;1;3;-;4;-;2;6;-;6;-;-;4;2;2;8;14;1;9;14;4;3;3;2;-;3;-;92
"N05   Sindr nefritica NE";-;-;1;-;-;-;-;2;-;3;1;-;3;-;-;4;5;-;8;13;2;2;-;-;-;-;2;46
