Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
P52   Hemorragia intracran nao-traum feto rec-nasc;-;-;1;-;-;2;-;2;1;2;2;1;5;-;1;6;7;-;8;17;6;5;11;-;1;1;1;80
P53   Doenc hemorragica do feto e do recem-nascido;-;1;-;-;1;-;3;2;-;1;-;-;2;-;-;4;2;-;1;1;2;-;-;1;-;2;-;23
P54   Outr hemorragias neonatais;2;-;1;-;6;-;-;5;-;-;2;-;-;1;-;5;5;-;3;4;-;2;2;-;-;-;1;39
P55   Doenc hemolitica do feto e do recem-nascido;-;-;2;-;-;3;-;1;4;1;1;2;5;1;2;6;1;2;1;1;4;2;2;1;2;2;2;48
P56   Hidropsia fetal dev doenc hemolitica;1;-;-;1;1;-;-;2;1;3;-;1;5;1;-;2;2;4;1;4;2;1;5;1;1;2;1;42
P57   Kernicterus;-;-;5;-;5;-;-;2;1;-;-;-;1;1;1;3;-;-;2;1;1;-;-;-;-;-;-;23
P58   Ictericia neonatal dev outr hemolises excess;1;-;1;1;1;2;-;2;-;-;-;-;1;-;-;3;-;-;1;-;-;-;-;1;-;1;-;15
P59   Ictericia neonatal dev outr causas e as NE;-;1;5;-;9;1;-;1;-;2;-;1;-;-;-;3;3;-;-;1;1;-;-;1;2;-;1;32
P60   Coagulacao intravasc dissem feto rec-nasc;3;1;2;1;3;1;1;9;-;2;-;1;-;2;-;3;3;1;10;25;1;2;3;3;1;-;-;78
P61   Outr transt hematologicos perinatais;-;1;2;-;2;-;2;2;-;6;-;7;7;1;-;6;6;2;9;19;-;2;-;-;2;2;-;78
P70   Trans transit metab carboid esp fet rec-nasc;2;1;3;-;2;-;1;1;3;1;1;1;10;-;-;5;7;3;6;23;3;2;4;1;1;5;2;88
P72   Outr transt endocrinos transit period neonat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
P74   Outr dist eletrolit metab transit per neonat;-;10;1;-;4;-;2;2;-;2;-;1;1;-;-;2;2;-;-;5;1;-;-;-;4;-;1;38
P76   Outr obstrucoes intestinais do recem-nascido;-;1;2;-;2;-;1;1;2;3;2;1;1;2;1;6;6;3;2;3;-;1;-;2;-;-;1;43
P77   Enterocolite necrotizante do feto e rec-nasc;7;3;17;3;24;2;10;30;7;33;8;15;48;10;12;52;65;27;77;140;20;17;43;14;15;24;7;730
P78   Outr transt ap digestivo periodo perinatal;-;-;2;-;3;1;3;1;4;4;1;1;10;3;2;17;13;1;4;31;10;2;3;1;-;5;5;127
P80   Hipotermia do recem-nascido;-;-;2;-;-;-;-;-;-;1;1;1;2;-;-;3;-;-;-;5;1;1;-;2;-;1;-;20
P81   Outr disturbios regulacao termica rec-nasc;-;-;-;-;2;-;-;1;-;1;-;-;1;-;-;1;1;-;-;1;-;-;-;-;2;-;-;10
P83   Outr afecc compr tegum espec feto rec-nasc;-;1;6;-;1;1;-;3;3;6;3;2;6;2;4;7;14;2;14;28;3;2;5;1;3;7;3;127
P90   Convulsoes do recem-nascido;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;7;4;1;3;4;2;1;1;2;-;2;-;32
P91   Outr disturbios funcao cerebral rec-nasc;-;-;2;1;5;-;2;6;-;5;-;3;3;-;1;10;11;1;3;12;1;1;3;3;-;1;1;75
P92   Problemas de alimentacao do recem-nascido;-;-;1;1;4;-;1;1;2;-;-;2;-;1;-;2;1;-;-;3;-;-;-;1;2;-;-;22
P94   Transt do tonus muscular do recem-nascido;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;-;1;-;-;1;-;-;-;-;7
P96   Outr afeccoes originadas periodo perinatal;3;7;38;-;25;8;2;16;15;37;8;21;40;5;12;95;114;1;58;106;19;4;19;11;16;26;11;717
Q00   Anencefalia e malformacoes similares;7;6;22;-;16;2;8;22;8;32;7;9;17;11;8;24;32;11;24;50;19;9;11;7;14;8;7;391
Q01   Encefalocele;-;2;2;-;5;-;-;5;1;1;1;1;5;-;2;6;3;1;9;11;3;2;2;-;1;2;2;67
Q02   Microcefalia;2;-;5;-;6;1;-;6;3;5;4;4;11;3;4;10;7;3;12;22;7;4;2;3;7;8;-;139
Q03   Hidrocefalia congen;2;-;23;3;12;5;4;12;5;2;1;7;18;9;4;18;16;6;8;35;6;9;10;4;12;6;6;243
Q04   Outr malformacoes congen do cerebro;4;3;9;-;14;2;5;20;9;18;3;5;12;8;2;20;32;11;26;46;16;11;10;5;6;16;13;326
Q05   Espinha bifida;-;1;1;2;1;1;-;2;3;2;2;3;5;4;6;7;5;1;4;15;4;2;4;-;3;2;2;82
Q06   Outr malformacoes congen da medula espinhal;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3
Q07   Outr malformacoes congen do sist nervoso;-;-;3;-;6;1;2;4;1;1;1;-;2;-;1;6;4;4;7;11;3;-;2;1;2;1;2;65
Q18   Outr malformacoes congen da face e pescoco;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
Q20   Malform congen camaras e comunicacoes card;-;3;8;-;13;1;2;1;5;9;6;3;15;1;2;15;22;9;16;45;25;11;16;5;6;14;7;260
Q21   Malformacoes congen dos septos cardiacos;3;6;17;1;24;2;5;15;15;20;9;7;29;5;6;33;34;20;21;94;30;19;32;8;7;34;12;508
Q22   Malform congen valvas pulmonar tricuspide;1;1;4;-;13;-;5;3;2;10;3;3;3;2;2;16;14;9;9;53;13;10;12;5;2;6;7;208
Q23   Malformacoes congen valvas aortica e mitral;1;-;3;-;8;-;3;3;-;11;6;4;11;1;1;10;27;7;15;114;28;21;22;3;1;7;7;314
Q24   Outr malformacoes congen do coracao;14;11;64;15;100;19;6;70;45;49;29;26;101;39;17;117;152;22;110;234;79;36;69;19;27;60;17;1547
Q25   Malformacoes congen das grandes arterias;3;2;10;2;5;1;6;13;2;7;4;4;20;3;8;29;31;15;16;108;25;13;14;6;7;12;8;374
Q26   Malformacoes congen das grandes veias;-;-;3;-;2;-;1;1;-;3;-;1;-;-;1;3;-;2;2;9;-;-;4;1;1;4;2;40
Q27   Outr malformacoes congen sist vasc perif;-;-;1;-;-;-;-;1;-;1;-;-;1;-;-;1;1;-;-;3;2;-;1;-;-;-;-;12
Q28   Outr malform congen aparelho circulatorio;-;-;-;-;3;-;-;-;2;2;-;-;1;-;-;2;6;-;2;5;1;1;2;-;1;2;-;30
Q30   Malformacao congen do nariz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;1;-;-;5
Q31   Malformacoes congen da laringe;-;-;-;-;3;1;-;-;-;2;-;1;3;1;1;2;2;-;-;4;2;2;3;-;-;-;1;28
Q32   Malformacoes congen traqueia e bronquios;1;1;-;-;1;-;-;-;1;2;1;2;1;-;-;-;2;2;1;7;2;-;2;1;2;2;2;33
Q33   Malformacoes congen do pulmao;3;-;1;5;14;1;2;9;8;25;13;4;21;4;20;33;41;22;30;118;26;23;11;9;15;18;10;486
Q34   Outr malformacoes congen aparelho respirat;-;-;1;-;4;1;-;1;-;2;-;1;1;-;-;2;2;3;-;8;2;1;1;-;2;1;-;33
Q35   Fenda palatina;-;-;2;-;-;1;-;-;1;-;-;1;1;-;1;-;1;-;-;-;1;-;1;-;-;-;-;10
Q36   Fenda labial;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
Q37   Fenda labial c/fenda palatina;-;-;1;-;2;-;-;2;1;1;-;-;-;1;-;2;2;-;-;2;1;-;1;-;-;-;-;16
Q38   Outr malform congen lingua boca e faringe;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Q39   Malformacoes congen do esofago;1;1;6;1;10;1;2;4;1;4;6;1;15;3;3;7;9;-;5;16;4;3;1;2;8;2;-;116
Q40   Outr malform congen trato digestivo super;-;-;1;-;1;-;-;1;1;2;2;1;-;1;-;-;1;-;2;3;1;2;-;-;-;-;-;19
Q41   Ausencia atresia estenose congen intest delg;1;-;1;-;10;1;-;3;3;3;4;2;12;1;3;9;2;-;2;11;5;2;-;2;2;1;2;82
Q42   Ausencia atresia e estenose congen do colon;1;-;5;1;3;2;-;2;1;1;-;-;-;2;-;-;1;1;-;7;-;1;4;1;2;-;1;36
Q43   Outr malformacoes congen do intestino;1;3;4;-;7;2;3;7;6;4;2;1;6;4;1;7;6;7;7;14;5;1;4;1;7;2;-;112
Q44   Malform congen vesic biliar via biliar figad;-;-;3;-;2;1;1;1;-;1;-;2;7;-;-;4;5;-;7;19;5;-;5;1;1;3;3;71
Q45   Outr malformacoes congen aparelho digestivo;-;-;1;-;5;-;-;-;-;1;-;-;-;-;-;3;2;-;2;1;-;-;1;-;-;-;-;16
Q51   Malformacoes congen utero e do colo do utero;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
Q52   Outr malformacoes congen org genitais femin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
Q55   Outr malformacoes congen org genitais masc;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
Q56   Sexo indeterminado e pseudo-hermafroditismo;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Q60   Agenesia renal e outr defeitos reducao rim;-;-;3;-;3;-;1;2;1;4;4;3;7;3;2;8;13;1;13;29;13;2;10;1;5;6;6;140
Q61   Doenc cisticas do rim;-;-;2;-;-;2;-;-;2;2;4;2;7;1;-;4;8;1;3;12;7;2;7;1;-;2;5;74
Q62   Anom cong obstr pelv renal malf cong ureter;-;-;2;-;1;-;1;-;-;1;-;-;1;-;-;5;6;1;1;5;-;1;-;-;1;3;-;29
Q63   Outr malformacoes congen do rim;-;-;-;-;1;2;-;-;2;2;2;-;-;-;-;-;5;3;3;8;1;-;4;-;1;2;2;38
Q64   Outr malformacoes congen aparelho urinario;-;-;-;-;3;-;-;1;-;1;2;-;2;-;1;-;5;-;3;1;2;1;2;-;1;-;2;27
Q67   Deform osteom cong cabeca face coluna torax;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4
Q74   Outr malformacoes congen dos membros;-;-;-;-;1;-;-;1;1;-;1;-;1;-;1;1;-;-;-;1;-;-;-;1;1;-;-;10
Q75   Outr malformacoes congen ossos cranio e face;-;-;1;1;6;-;-;1;-;-;1;1;2;-;-;1;4;1;-;5;2;-;5;3;3;2;-;39
Q76   Malform congen coluna vertebral ossos torax;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;2;2;-;-;1;1;1;1;-;2;1;-;16
Q77   Osteocondr c/anom cresc ossos long col vert;-;-;-;-;-;1;-;-;1;4;1;-;2;1;1;4;5;1;3;14;6;3;2;-;1;-;1;51
Q78   Outr osteocondrodisplasias;-;1;2;-;1;-;-;1;1;1;1;2;7;1;-;2;3;-;3;4;2;4;1;2;1;1;-;41
Q79   Malformacoes congen sist osteomuscular NCOP;9;5;14;5;41;7;5;20;7;21;8;6;29;8;4;46;43;8;34;94;14;13;23;9;17;14;18;522
Q80   Ictiose congen;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
Q81   Epidermolise bolhosa;-;-;-;-;1;-;-;1;-;1;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;7
Q82   Outr malformacoes congen da pele;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
Q85   Facomatoses NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;3
Q86   Sindr c/malf cong dev causas exog conh NCOP;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;4
Q87   Outr sindr c/malform cong q acomet mult sist;1;-;4;2;5;-;1;3;3;11;4;1;7;1;2;8;10;1;14;44;5;8;13;3;4;3;5;163
Q89   Outr malformacoes congen NCOP;6;6;29;6;45;6;8;40;26;31;13;24;70;18;8;56;70;19;61;107;28;21;23;15;11;17;9;773
Q90   Sindr de Down;4;3;16;3;3;-;1;8;-;6;-;4;19;3;2;11;18;3;11;32;14;6;12;1;5;10;8;203
Q91   Sindr de Edwards e sindr de Patau;1;3;-;-;8;-;1;8;6;20;8;6;19;3;1;35;59;8;42;128;36;23;43;4;11;13;16;502
Q92   Outr trissomias e trissom parc autoss NCOP;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;3;1;3;5;3;-;-;-;-;1;-;19
Q93   Monossomias e delecoes dos autossomos NCOP;-;-;-;-;-;-;-;1;-;2;-;-;1;1;-;1;3;-;-;5;1;1;1;-;-;1;-;18
Q96   Sindr de Turner;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3
Q98   Outr anom cromoss sexuais fenotipo masc NCOP;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
Q99   Outr anomalias dos cromossomos NCOP;2;1;1;-;7;-;1;9;4;2;3;3;3;1;3;7;17;1;7;24;8;7;-;1;-;6;1;119
R04   Hemorragia das vias respirat;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;5
R05   Tosse;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R06   Anormalidades da respiracao;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
R09   Outr sint sinais relat ap circulat respirat;3;2;9;2;12;-;1;12;3;3;3;7;3;2;1;11;6;-;6;11;4;5;3;3;2;2;1;117
R10   Dor abdominal e pelvica;-;-;-;-;2;1;-;1;-;-;-;-;1;1;2;1;1;-;1;1;1;-;-;-;-;-;-;13
R11   Nausea e vomitos;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
R14   Flatulencia e afeccoes correlatas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
R16   Hepatomegalia e esplenomegalia NCOP;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
R19   Outr sint e sinais relat ap digest abdome;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
R22   Tumefac massa tumoracao loc pele tec subcut;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
R47   Disturbios da fala NCOP;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R48   Dislexia e outr disfuncoes simbolicas NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
R50   Febre origem desconhecida e outras origens;1;-;2;1;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;8
R51   Cefaleia;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
R54   Senilidade;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
R55   Sincope e colapso;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
R56   Convulsoes NCOP;1;-;1;1;2;1;-;6;2;-;-;1;1;1;-;3;2;-;-;-;1;-;-;-;1;3;-;27
R57   Choque NCOP;1;1;-;-;4;1;1;4;-;-;1;4;2;4;-;2;6;-;6;6;2;1;3;-;2;-;-;51
R58   Hemorragia NCOP;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;3;-;-;1;-;-;1;-;-;-;-;8
R63   Sint sinais relat ingestao alimentos liquid;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
R68   Outr sint e sinais gerais;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;4
R73   Aumento da glicemia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
R90   Result anorm exam diagn imag sist nerv centr;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
R95   Sindr da morte subita na infancia;3;1;5;9;9;-;1;9;15;7;2;3;3;3;2;13;27;-;4;20;18;8;2;1;3;6;1;175
R96   Outr mortes subitas de causa desconhecida;2;-;4;2;5;2;-;14;1;8;-;3;2;8;3;10;8;-;-;15;9;1;1;-;3;2;-;103
R98   Morte s/assist;1;8;29;1;43;1;-;12;10;1;-;4;5;1;-;8;8;-;1;22;5;1;1;-;2;2;-;166
R99   Outr causas mal definidas e NE mortalidade;14;26;55;4;68;14;8;36;14;17;4;24;65;32;15;174;119;7;159;329;53;16;48;11;36;30;15;1393
V01   Pedestre traum colis veic a pedal;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
V02   Pedestre traum colis veic motor 2 3 rodas;-;-;2;-;1;-;1;1;2;-;-;-;1;1;-;-;3;1;-;8;4;1;-;1;1;-;1;29
V03   Pedestre traum colis automov pickup caminhon;1;1;4;-;2;-;3;10;3;1;-;-;3;5;1;-;6;3;1;20;17;8;10;4;5;4;2;114
V04   Pedestre traum colis veic transp pesado onib;-;-;1;2;-;1;-;2;1;1;-;1;4;2;2;2;3;1;2;9;7;1;3;1;1;-;1;48
V05   Pedestre traum colis trem veic ferroviario;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;2;2;-;-;-;-;-;-;10
V06   Pedestre traum colis outr veic nao-motoriz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
V09   Pedestre traum outr acid transp e NE;2;-;4;3;17;-;1;7;1;5;-;-;8;3;-;5;15;5;20;30;7;2;12;3;1;5;1;157
V10   Ciclista traum colis pedestre animal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
V11   Ciclista traum colis outr veic a pedal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
V12   Ciclista traum colis veic motor 2 3 rodas;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;2;2;-;-;-;1;-;-;9
V13   Ciclista traum colis automov pickup caminhon;2;-;1;-;-;1;-;-;-;1;-;-;2;-;1;1;4;2;1;3;1;2;3;4;2;3;2;36
V14   Ciclis traum colis veic transp pesado onibus;-;-;1;-;1;-;1;-;-;1;-;1;-;1;1;-;5;2;1;7;3;5;1;1;1;2;-;35
V17   Ciclista traum colis objeto fixo ou parado;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;3;1;-;-;-;-;-;8
V18   Ciclista traum acid transp s/colis;-;-;-;-;1;1;2;-;-;1;-;1;2;-;1;1;1;-;1;4;1;1;1;1;2;-;-;22
V19   Ciclista traum acid transp e NE;1;-;1;-;1;-;-;-;1;-;-;-;5;-;-;-;4;2;3;8;-;1;-;2;-;2;-;31
V20   Motociclista traum colis pedestre animal;-;-;-;-;-;-;1;5;5;3;-;-;4;-;3;4;5;-;1;2;1;-;1;-;1;3;-;39
V21   Motociclista traum colis veic pedal;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V22   Motocicl traum colis veic motor 2 3 rodas;6;-;4;-;9;-;1;8;4;17;3;1;9;5;-;2;3;1;-;4;10;4;3;1;5;1;-;101
V23   Motocicl traum colis automov pickup caminhon;7;3;8;1;8;-;5;13;8;10;1;4;8;4;7;7;10;6;4;43;44;20;13;6;15;17;-;272
V24   Motocicl traum colis veic transp pesado onib;4;-;4;1;6;-;3;6;1;2;3;1;12;3;2;6;10;2;-;11;18;5;2;5;4;10;2;123
V25   Motociclista traum colis trem veic ferrov;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
V26   Motocicl traum colis outr veic nao-motoriz;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
V27   Motocicl traum colis objeto fixo parado;-;1;5;-;5;-;4;9;2;5;1;1;6;3;1;1;13;2;7;31;15;5;7;11;9;8;-;152
V28   Motociclista traum acid transp s/colis;3;2;3;-;6;-;2;14;13;19;-;2;16;10;8;2;12;-;6;15;4;2;1;3;6;7;-;156
V29   Motociclista traum outr acid transp e NE;-;-;1;-;31;-;3;35;15;10;7;15;27;3;-;44;15;16;15;61;11;4;8;-;11;13;-;345
V33   Ocup tric mot traum col auto pickup caminhon;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
V37   Ocup tricic mot traum colis obj fixo parado;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
V38   Ocup tricic motor traum acid transp s/colis;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V41   Ocup automovel traum colis veic a pedal;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
V43   Ocup automov traum col auto pickup caminhon;2;-;2;-;-;-;1;1;1;2;-;-;7;3;1;1;10;6;4;9;22;12;10;1;5;5;1;106
V44   Ocup autom traum colis veic trans pesad onib;1;-;1;-;5;1;-;3;3;3;2;-;2;1;-;5;22;3;1;9;15;20;7;6;5;8;-;123
V45   Ocup automovel traum colis trem veic ferrov;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
V46   Ocup automov traum colis outr veic n-motor;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
V47   Ocup automovel traum colis obj fixo parado;-;-;2;-;1;-;1;1;1;1;-;1;1;-;-;1;5;1;3;17;12;7;8;2;1;5;1;72
V48   Ocup automovel traum acid transp s/colis;1;-;1;-;1;-;3;1;3;3;-;-;8;-;-;8;14;-;4;7;19;1;7;5;10;7;4;107
V49   Ocup automovel traum outr acid transp e NE;2;-;-;6;-;-;8;3;1;13;1;15;3;-;-;45;55;9;2;32;2;6;5;2;4;8;-;222
V53   Ocup caminhon traum colis automov caminhon;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
V54   Ocup caminhon traum col veic transp pes onib;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;2;-;6
V57   Ocup caminhonete traum colis obj fixo parado;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;3
V58   Ocup caminhonete traum acid transp s/colis;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5;-;-;2;1;1;1;11
V59   Ocup caminhonete traum outr acid transp NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
V64   Ocup v tr pes tr col outr veic tr pes onib;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;1;1;1;-;8
V67   Ocup veic tr pesado traum col obj fixo parad;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;4
V68   Ocup veic tr pesado traum ac transp s/colis;-;-;-;-;-;-;1;1;-;-;-;-;3;-;1;-;1;-;-;2;1;1;-;1;1;-;-;13
V69   Ocup veic tr pesado traum outr ac transp NE;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;6
V73   Ocup onibus traum colis automovel caminhonet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
V74   Ocup onibus traum colis veic transp pes onib;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
V77   Ocup onibus traum colis objeto fixo parado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
V78   Ocup onibus traum acid transp s/colis;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;1;5;-;-;-;-;-;-;11
V79   Ocup onibus traum outr acid transp e NE;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;2;-;-;7
V80   Pess mont anim oc veic anim traum ac transp;-;-;2;-;1;-;2;1;-;1;-;-;1;-;3;5;1;1;-;1;1;-;1;2;-;-;-;23
V82   Ocup de um bonde traum acid transp;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
V83   Ocup veic esp mot area ind traum ac transp;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
V84   Ocup veic esp mot uso agric traum acid trans;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;2;2;-;3;-;-;13
V85   Ocup veic mot esp constr traum acid transp;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
V86   Ocup veic outr uso n-via pub traum ac transp;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
V87   Acid trans tipo espec desconh mod transp vit;3;-;-;-;8;-;-;13;1;3;1;1;-;-;-;12;1;1;-;5;6;-;4;7;3;2;-;71
V88   Ac n-trans tipo espec desconh mod transp vit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
V89   Acid veic mot n-mot tipos de veic NE;12;7;1;1;57;-;4;26;8;9;6;18;7;9;1;41;34;9;39;35;21;7;21;6;21;33;1;434
V90   Acid embarcacao caus afogamento submersao;-;-;13;2;10;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;30
V91   Acid embarcacao causando outr tipo de traum;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;6
V92   Afog submers rel transp agua s/acid embarc;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
V95   Acid de aeronave mot causando traum ao ocup;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V98   Outr acid transp espec;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
V99   Acid transp NE;1;-;-;-;12;-;2;2;-;49;5;-;1;-;-;4;1;-;-;2;1;1;2;-;-;-;-;83
W01   Queda mesmo nivel escorr tropec passo falso;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;7
