Categoria CID-10;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
P03   Fet rec-nasc afet out compl trab parto parto;-;-;21;-;25;1;2;17;9;10;9;11;22;2;7;41;33;14;19;170;33;17;13;9;3;12;3;503
P04   Fet rec-nasc infl af noc trans plac leit mat;-;-;-;-;3;-;-;3;5;1;1;-;5;-;-;2;4;2;1;11;6;2;5;1;3;1;-;56
P05   Crescimento fetal retard e desnutric fetal;-;1;4;-;8;-;-;12;4;12;1;3;8;3;-;10;16;-;7;14;7;3;4;1;2;-;-;120
P07   Transt rel gest curt dur peso baix nasc NCOP;16;10;21;1;148;21;-;122;25;124;32;40;81;15;33;218;159;27;74;184;43;36;69;14;38;15;21;1587
P08   Transt relac gest prolong peso elevado nasc;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
P10   Laceracao intracran hemorrag dev traum parto;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;-;-;-;-;-;6
P11   Outr traum de parto do sist nervoso central;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;7
P12   Lesao do couro cabeludo dev traum de parto;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
P13   Lesoes do esqueleto dev traum de parto;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;3
P15   Outr traum de parto;-;-;2;-;4;1;-;-;-;8;-;2;1;2;2;2;5;-;1;8;1;1;1;2;2;2;-;47
P20   Hipoxia intra-uterina;1;3;29;1;42;1;4;45;16;20;4;34;25;8;4;89;59;4;66;65;10;11;11;5;9;11;10;587
P21   Asfixia ao nascer;14;8;10;6;85;20;6;54;15;74;11;15;55;16;28;95;51;33;88;183;23;22;63;17;11;8;11;1022
P22   Desconforto respirat do recem-nascido;18;17;101;19;154;12;16;125;31;125;44;85;73;92;32;221;250;25;193;405;98;43;93;25;32;68;23;2420
P23   Pneumonia congen;-;1;14;2;27;2;-;9;4;12;7;12;9;10;10;9;18;7;12;55;5;8;14;2;11;8;3;271
P24   Sindr de aspiracao neonatal;10;10;45;8;73;4;7;75;31;46;10;20;45;17;7;97;61;13;46;100;36;27;30;22;13;30;8;891
P25   Enfisema interst afecc corr orig per perinat;-;1;3;-;5;2;-;7;-;8;3;3;3;3;2;7;14;1;8;37;4;3;3;6;2;6;3;134
P26   Hemorragia pulmonar orig periodo perinatal;3;4;3;3;38;3;5;13;12;22;9;16;12;11;7;47;26;1;17;100;21;19;20;4;6;15;18;455
P27   Doenc respirat cron orig periodo perinatal;-;-;3;3;4;3;1;3;7;10;4;7;9;2;1;7;13;4;21;39;9;10;9;-;1;1;3;174
P28   Outr afeccoes respirat orig per perinatal;9;10;33;2;69;6;1;46;16;45;13;7;26;15;4;154;79;3;31;149;19;16;22;10;7;32;4;828
P29   Transt cardiovasc orig periodo perinatal;7;6;15;8;42;7;3;37;26;25;8;14;20;5;5;69;70;9;61;108;19;30;20;20;14;14;5;667
P35   Doenc virais congen;-;-;1;-;1;1;-;3;-;-;-;1;2;-;1;-;1;3;-;5;3;-;1;-;-;1;-;24
P36   Septicemia bacter do recem-nascido;44;29;91;6;181;35;12;194;34;150;69;91;118;113;74;240;246;57;252;602;69;81;86;24;62;67;42;3069
P37   Outr doenc infecc e parasit congen;-;-;2;-;3;-;4;3;-;3;-;1;2;2;2;2;12;3;8;17;6;2;5;2;2;3;-;84
P38   Onfalite recem-nasc c/ou s/hemorragia leve;-;-;7;-;3;-;-;3;2;3;-;-;2;1;-;3;2;-;4;3;2;-;1;-;1;1;1;39
P39   Outr infecc especificas do periodo perinatal;1;1;5;2;45;9;1;16;16;44;2;14;29;7;5;40;17;1;16;56;6;9;9;5;10;15;5;386
P50   Perda sanguinea fetal;-;-;-;1;1;-;-;-;-;2;-;1;1;-;-;1;4;-;1;4;-;-;2;-;-;-;-;18
P51   Hemorragia umbilical do recem-nascido;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
P52   Hemorragia intracran nao-traum feto rec-nasc;-;-;2;-;3;-;-;2;-;2;3;2;2;1;1;9;11;-;5;32;4;12;3;-;1;3;3;101
P53   Doenc hemorragica do feto e do recem-nascido;-;-;-;1;1;-;-;2;1;2;1;-;4;-;1;3;4;-;1;6;-;1;1;3;-;-;1;33
P54   Outr hemorragias neonatais;2;-;1;-;3;2;-;14;1;1;1;-;1;-;-;5;5;-;3;14;3;1;2;-;-;1;-;60
P55   Doenc hemolitica do feto e do recem-nascido;-;1;-;-;-;1;1;3;-;-;-;1;4;2;-;6;1;1;2;7;2;2;1;-;1;2;1;39
P56   Hidropsia fetal dev doenc hemolitica;-;-;1;1;1;-;-;2;-;2;-;-;-;1;-;2;-;-;1;2;1;1;-;-;1;-;-;16
P57   Kernicterus;-;-;-;-;10;-;1;6;-;1;-;-;2;-;2;3;3;-;1;-;1;1;-;-;1;-;-;32
P58   Ictericia neonatal dev outr hemolises excess;-;2;2;-;1;1;-;-;-;1;-;-;1;-;-;5;-;1;-;-;-;-;1;-;-;-;-;15
P59   Ictericia neonatal dev outr causas e as NE;-;-;4;-;12;1;-;4;2;3;-;-;-;2;-;2;-;-;-;2;1;1;-;-;-;-;-;34
P60   Coagulacao intravasc dissem feto rec-nasc;-;7;1;-;6;1;3;3;4;3;2;4;2;3;-;8;4;-;4;17;1;1;5;1;2;6;1;89
P61   Outr transt hematologicos perinatais;-;1;-;-;6;2;-;6;-;3;3;1;3;-;1;10;7;3;17;19;1;2;-;-;2;3;1;91
P70   Trans transit metab carboid esp fet rec-nasc;-;-;-;-;1;-;1;2;2;1;1;-;3;1;1;8;4;2;7;13;6;2;6;1;-;6;2;70
P72   Outr transt endocrinos transit period neonat;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
P74   Outr dist eletrolit metab transit per neonat;1;-;1;-;3;-;-;2;1;4;-;-;4;-;-;3;4;1;2;5;2;1;-;-;1;-;-;35
P76   Outr obstrucoes intestinais do recem-nascido;-;-;3;-;1;-;-;1;1;3;1;-;-;1;2;4;1;3;3;1;1;-;3;-;2;2;-;33
P77   Enterocolite necrotizante do feto e rec-nasc;-;1;20;1;19;1;4;25;10;16;12;6;38;8;18;51;75;11;65;146;18;21;40;10;8;18;7;649
P78   Outr transt ap digestivo periodo perinatal;1;-;-;2;2;1;-;1;2;3;5;1;5;2;3;8;19;2;8;19;3;3;3;-;1;-;-;94
P80   Hipotermia do recem-nascido;-;-;-;-;-;-;-;2;-;1;3;-;1;-;4;2;2;-;-;2;1;-;-;-;2;-;-;20
P81   Outr disturbios regulacao termica rec-nasc;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;7;4;-;-;-;-;-;-;-;1;-;-;15
P83   Outr afecc compr tegum espec feto rec-nasc;3;1;3;1;8;1;1;2;6;6;3;6;11;2;2;12;13;2;12;20;7;-;7;3;4;3;1;140
P90   Convulsoes do recem-nascido;1;-;2;-;3;-;-;1;-;2;2;-;-;-;-;4;1;-;-;5;1;-;1;1;-;2;-;26
P91   Outr disturbios funcao cerebral rec-nasc;1;2;-;-;1;-;-;4;-;-;-;3;-;3;1;6;6;1;1;13;4;2;2;-;1;-;-;51
P92   Problemas de alimentacao do recem-nascido;-;-;1;-;2;-;-;2;2;1;-;-;1;-;-;3;4;-;-;1;-;-;-;-;1;1;-;19
P94   Transt do tonus muscular do recem-nascido;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;1;-;-;-;3;-;-;1;2;-;-;-;11
P96   Outr afeccoes originadas periodo perinatal;4;6;34;1;33;3;1;21;8;33;10;7;26;5;10;137;109;7;54;176;17;18;19;11;15;32;11;808
Q00   Anencefalia e malformacoes similares;10;6;19;1;25;5;5;31;18;38;16;15;26;9;7;30;30;14;38;83;25;12;18;10;14;10;8;523
Q01   Encefalocele;1;-;1;1;4;-;-;7;5;9;-;5;7;3;1;2;11;2;3;9;3;2;6;2;2;3;2;91
Q02   Microcefalia;4;-;4;1;11;1;-;10;6;11;2;1;13;3;4;15;7;4;10;30;8;3;7;6;7;10;1;179
Q03   Hidrocefalia congen;-;-;21;-;28;3;5;17;10;11;5;13;26;10;4;13;28;6;18;45;11;11;12;14;10;5;8;334
Q04   Outr malformacoes congen do cerebro;6;2;15;3;21;2;7;11;7;8;9;5;20;8;3;26;31;8;28;56;10;6;11;8;6;10;8;335
Q05   Espinha bifida;1;1;5;-;10;-;1;3;2;5;3;6;9;6;-;4;9;3;6;26;11;1;2;3;3;8;3;131
Q06   Outr malformacoes congen da medula espinhal;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;4;4;-;-;1;-;1;1;-;14
Q07   Outr malformacoes congen do sist nervoso;-;-;-;-;3;-;1;2;1;1;3;-;3;1;1;13;5;2;12;12;6;-;4;3;2;-;-;75
Q18   Outr malformacoes congen da face e pescoco;-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
Q20   Malform congen camaras e comunicacoes card;1;2;5;1;12;1;4;12;5;22;3;4;11;3;6;21;31;7;28;102;27;11;30;7;7;19;6;388
Q21   Malformacoes congen dos septos cardiacos;7;-;22;2;30;4;3;8;9;30;10;2;34;9;6;33;37;26;40;134;33;19;50;16;11;25;15;615
Q22   Malform congen valvas pulmonar tricuspide;1;1;1;1;14;3;1;1;3;8;4;1;7;2;1;4;10;1;14;65;15;7;12;2;3;6;2;190
Q23   Malformacoes congen valvas aortica e mitral;-;1;10;-;6;1;3;2;3;12;2;2;11;1;-;3;21;7;14;92;29;10;33;5;1;4;9;282
Q24   Outr malformacoes congen do coracao;28;12;65;17;73;17;17;96;45;91;43;38;127;39;36;127;205;21;132;305;72;35;53;21;43;84;29;1871
Q25   Malformacoes congen das grandes arterias;3;-;8;2;10;2;5;6;3;15;2;3;20;6;7;28;34;7;30;99;13;21;26;9;6;14;16;395
Q26   Malformacoes congen das grandes veias;-;-;1;-;2;-;1;2;-;-;1;1;-;-;-;1;2;4;2;4;2;3;6;1;-;-;2;35
Q27   Outr malformacoes congen sist vasc perif;-;-;-;-;2;-;-;-;-;-;-;1;2;-;-;-;1;1;1;5;2;-;-;1;-;2;1;19
Q28   Outr malform congen aparelho circulatorio;-;-;-;2;14;1;1;1;4;6;-;4;3;-;-;5;2;-;3;4;4;-;5;-;1;-;-;60
Q30   Malformacao congen do nariz;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;2;1;-;-;-;1;-;-;-;7
Q31   Malformacoes congen da laringe;-;-;1;-;1;1;1;-;1;1;-;-;1;-;-;1;-;-;3;6;2;2;-;-;-;1;1;23
Q32   Malformacoes congen traqueia e bronquios;2;-;1;-;-;-;-;1;1;2;1;1;-;1;1;2;1;-;3;2;1;-;2;-;2;1;1;26
Q33   Malformacoes congen do pulmao;7;3;5;1;13;2;3;6;8;20;10;7;35;7;9;27;43;10;31;141;25;15;12;7;10;20;5;482
Q34   Outr malformacoes congen aparelho respirat;-;-;3;-;3;-;-;-;1;-;1;1;-;-;-;3;3;1;2;2;1;-;2;-;-;1;-;24
Q35   Fenda palatina;-;-;-;-;-;1;-;-;-;-;-;1;1;1;1;1;-;-;1;3;-;1;2;-;-;-;-;13
Q36   Fenda labial;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;4
Q37   Fenda labial c/fenda palatina;-;1;-;-;3;1;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;2;2;1;-;-;14
Q38   Outr malform congen lingua boca e faringe;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;4
Q39   Malformacoes congen do esofago;1;-;5;1;8;2;-;4;5;9;3;4;4;6;-;1;15;6;8;29;6;5;6;4;4;9;2;147
Q40   Outr malform congen trato digestivo super;-;-;-;-;1;-;-;-;2;3;-;2;-;3;1;2;3;-;1;2;-;1;-;-;-;-;-;21
Q41   Ausencia atresia estenose congen intest delg;-;-;4;1;2;1;2;2;2;4;1;4;5;2;-;5;3;1;1;11;4;2;5;-;2;2;4;70
Q42   Ausencia atresia e estenose congen do colon;1;-;-;-;4;-;-;1;3;3;-;-;4;-;-;-;1;-;4;4;1;-;2;-;3;-;1;32
Q43   Outr malformacoes congen do intestino;1;1;6;-;6;-;4;3;6;4;-;1;9;-;1;12;6;2;4;16;7;3;4;2;4;3;3;108
Q44   Malform congen vesic biliar via biliar figad;1;-;2;1;4;-;-;2;3;-;2;1;8;-;-;4;4;1;7;27;2;2;1;1;-;1;1;75
Q45   Outr malformacoes congen aparelho digestivo;-;1;1;-;2;-;-;2;-;2;-;-;1;-;-;4;4;-;2;3;4;2;-;-;-;-;-;28
Q53   Testiculo nao-descido;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
Q55   Outr malformacoes congen org genitais masc;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
Q56   Sexo indeterminado e pseudo-hermafroditismo;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;7
Q60   Agenesia renal e outr defeitos reducao rim;4;-;-;1;1;-;3;3;1;14;2;1;10;2;-;6;15;2;11;27;12;3;9;2;1;9;5;144
Q61   Doenc cisticas do rim;-;1;1;-;1;1;1;1;-;3;2;-;4;1;-;3;9;1;7;41;6;1;5;1;1;2;3;96
Q62   Anom cong obstr pelv renal malf cong ureter;-;-;-;-;-;-;-;2;-;-;-;1;2;-;-;-;3;1;2;10;3;2;1;1;-;1;-;29
Q63   Outr malformacoes congen do rim;-;-;-;-;1;1;-;3;-;1;-;3;-;-;-;2;7;1;3;13;-;2;3;1;-;2;2;45
Q64   Outr malformacoes congen aparelho urinario;-;1;-;-;1;-;-;2;-;1;1;-;8;-;-;3;4;3;4;8;3;1;4;-;2;3;-;49
Q65   Malformacoes congen do quadril;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
Q67   Deform osteom cong cabeca face coluna torax;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
Q74   Outr malformacoes congen dos membros;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
Q75   Outr malformacoes congen ossos cranio e face;-;-;-;-;5;-;-;1;1;-;2;-;3;-;2;1;2;3;3;14;3;1;1;-;2;1;-;45
Q76   Malform congen coluna vertebral ossos torax;-;-;1;-;3;-;-;2;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;1;2;-;-;13
Q77   Osteocondr c/anom cresc ossos long col vert;1;-;4;-;-;-;1;-;1;2;1;-;1;-;2;3;3;2;2;8;10;4;3;2;-;2;3;55
Q78   Outr osteocondrodisplasias;-;-;-;-;1;-;-;2;2;2;-;-;4;-;-;3;2;1;5;6;6;-;1;-;1;2;2;40
Q79   Malformacoes congen sist osteomuscular NCOP;8;3;22;7;39;6;7;21;12;25;10;11;44;7;6;33;44;19;53;117;41;18;42;9;9;16;20;649
Q80   Ictiose congen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;4
Q81   Epidermolise bolhosa;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;6
Q85   Facomatoses NCOP;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;5
Q86   Sindr c/malf cong dev causas exog conh NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
Q87   Outr sindr c/malform cong q acomet mult sist;1;2;4;-;8;2;-;9;-;6;1;4;6;1;1;6;16;3;13;34;13;10;9;-;1;5;5;160
Q89   Outr malformacoes congen NCOP;8;1;21;4;39;3;3;30;29;48;20;23;41;20;7;72;87;12;67;112;42;18;23;2;11;17;19;779
Q90   Sindr de Down;1;3;7;1;7;4;1;6;6;10;4;7;24;6;4;12;19;6;27;62;12;10;14;2;4;5;6;270
Q91   Sindr de Edwards e sindr de Patau;-;1;3;-;1;-;4;7;3;19;4;7;24;-;4;19;62;10;39;97;41;18;27;2;5;11;15;423
Q92   Outr trissomias e trissom parc autoss NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;-;-;-;-;-;5
Q93   Monossomias e delecoes dos autossomos NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;1;2;1;1;3;-;-;-;1;14
Q96   Sindr de Turner;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;3;-;-;-;-;8
Q98   Outr anom cromoss sexuais fenotipo masc NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;3
Q99   Outr anomalias dos cromossomos NCOP;-;-;2;-;-;-;-;-;2;5;-;-;6;-;-;3;15;1;7;26;8;1;1;1;2;1;4;85
R00   Anormalidades do batimento cardiaco;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
R04   Hemorragia das vias respirat;-;-;-;-;1;-;-;-;1;2;-;1;-;-;-;1;1;-;-;2;1;-;-;-;-;-;-;10
R06   Anormalidades da respiracao;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4
R09   Outr sint sinais relat ap circulat respirat;4;-;7;2;17;1;-;33;1;1;-;4;3;2;2;10;14;1;3;9;1;3;4;1;6;2;2;133
R10   Dor abdominal e pelvica;-;-;2;-;1;-;-;3;-;1;-;-;-;-;-;2;-;-;-;3;-;-;1;-;-;-;-;13
R11   Nausea e vomitos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
R14   Flatulencia e afeccoes correlatas;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R16   Hepatomegalia e esplenomegalia NCOP;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R17   Ictericia NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3
R18   Ascite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
R22   Tumefac massa tumoracao loc pele tec subcut;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
R29   Outr sint sinais relat sist nerv osteomusc;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R31   Hematuria NE;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R40   Sonolencia estupor e coma;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;4
R50   Febre origem desconhecida e outras origens;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-;1;-;-;9
R51   Cefaleia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
R56   Convulsoes NCOP;1;-;1;-;3;1;-;5;3;2;-;-;-;-;2;2;-;-;-;1;3;-;-;1;-;-;1;26
R57   Choque NCOP;1;1;2;2;4;-;1;16;-;3;-;3;2;3;1;1;4;-;4;4;1;1;2;-;1;2;-;59
R58   Hemorragia NCOP;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;7
R60   Edema NCOP;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;4
R62   Retardo do desenvolv fisiologico normal;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R63   Sint sinais relat ingestao alimentos liquid;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
R64   Caquexia;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
R68   Outr sint e sinais gerais;-;-;-;-;4;1;-;2;1;-;1;-;2;-;1;1;1;-;2;1;1;2;1;-;-;1;-;22
R92   Achados anorm exames diagn imagem da mama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
R95   Sindr da morte subita na infancia;6;-;6;2;4;-;2;13;5;16;1;2;7;1;-;13;26;4;2;29;8;7;7;3;4;7;1;176
R96   Outr mortes subitas de causa desconhecida;1;-;3;-;4;1;-;4;-;5;-;-;-;1;2;3;9;-;-;6;1;2;-;1;2;2;-;47
R98   Morte s/assist;3;-;48;-;41;-;-;13;14;3;1;7;18;2;-;51;29;1;-;25;10;2;1;-;2;-;-;271
R99   Outr causas mal definidas e NE mortalidade;14;4;86;10;74;12;5;54;14;27;20;21;23;18;17;176;209;4;226;401;35;22;59;13;35;26;9;1614
V01   Pedestre traum colis veic a pedal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;3
V02   Pedestre traum colis veic motor 2 3 rodas;-;-;1;-;-;-;1;3;2;2;-;1;3;3;1;1;5;-;-;5;4;-;4;-;2;2;-;40
V03   Pedestre traum colis automov pickup caminhon;1;1;-;2;4;-;2;4;2;4;-;2;3;1;3;3;12;2;7;18;12;17;11;6;5;10;10;142
V04   Pedestre traum colis veic transp pesado onib;2;-;4;-;3;1;2;4;2;1;-;1;4;1;-;2;10;-;8;16;5;4;10;1;-;5;1;87
V05   Pedestre traum colis trem veic ferroviario;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;-;2;3;-;-;-;-;-;-;-;9
V09   Pedestre traum outr acid transp e NE;-;1;10;-;33;1;2;9;2;10;4;1;16;4;1;17;19;5;39;61;14;5;14;1;-;8;1;278
V10   Ciclista traum colis pedestre animal;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V12   Ciclista traum colis veic motor 2 3 rodas;1;-;-;-;1;-;-;1;1;-;-;-;-;-;1;1;3;-;2;-;1;1;-;1;1;1;-;16
V13   Ciclista traum colis automov pickup caminhon;1;1;2;-;-;2;-;-;2;4;-;-;-;-;2;1;3;-;1;4;6;5;-;1;2;6;-;43
V14   Ciclis traum colis veic transp pesado onibus;2;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;8;-;3;8;6;-;3;3;5;1;-;43
V15   Ciclista traum colis trem veic ferroviario;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
V17   Ciclista traum colis objeto fixo ou parado;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;9;-;2;2;-;-;-;-;-;-;-;17
V18   Ciclista traum acid transp s/colis;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;2;2;-;1;2;1;1;3;-;-;2;-;18
V19   Ciclista traum acid transp e NE;-;-;1;-;3;-;-;2;-;-;1;-;-;-;-;-;3;1;-;10;-;-;1;-;-;1;-;23
V20   Motociclista traum colis pedestre animal;-;-;-;-;2;-;-;3;7;-;-;2;12;2;3;2;4;-;1;-;1;-;2;-;1;-;-;42
V21   Motociclista traum colis veic pedal;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
V22   Motocicl traum colis veic motor 2 3 rodas;4;-;5;1;6;-;-;11;7;10;-;3;11;3;4;4;7;1;1;8;4;2;7;1;4;1;-;105
V23   Motocicl traum colis automov pickup caminhon;10;-;6;4;9;-;2;18;10;12;2;2;12;7;7;3;18;10;15;31;29;22;13;5;14;24;3;288
V24   Motocicl traum colis veic transp pesado onib;4;1;3;-;6;-;1;12;6;3;2;1;4;4;4;2;9;7;4;18;19;11;10;7;8;11;1;158
V26   Motocicl traum colis outr veic nao-motoriz;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;4
V27   Motocicl traum colis objeto fixo parado;3;-;6;-;2;-;2;11;7;8;1;1;8;2;2;3;14;1;11;28;24;15;5;4;10;7;-;175
V28   Motociclista traum acid transp s/colis;2;1;5;3;8;2;5;9;11;20;1;6;15;9;2;5;10;1;16;19;8;8;3;3;8;1;2;183
V29   Motociclista traum outr acid transp e NE;5;1;4;-;39;1;15;29;10;31;11;25;25;6;2;49;46;25;14;71;10;8;8;4;17;11;-;467
V34   Ocup tric mot traum col veic transp pes onib;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
V36   Ocup tric mot traum colis outr veic n-motor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
V37   Ocup tricic mot traum colis obj fixo parado;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
V38   Ocup tricic motor traum acid transp s/colis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
V39   Ocup tricicl mot traum outr acid transp e NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
V40   Ocup automovel traum colis pedestre animal;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
V42   Ocup autotraum colis outr veic mot 2 3 rodas;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;1;-;2;-;-;-;-;-;-;7
V43   Ocup automov traum col auto pickup caminhon;2;-;1;1;-;-;3;6;-;-;3;1;5;3;3;1;14;6;9;9;17;27;13;8;4;11;4;151
V44   Ocup autom traum colis veic trans pesad onib;-;-;-;-;-;-;-;2;3;1;-;-;5;3;-;9;19;4;2;15;25;16;9;5;4;13;-;135
V45   Ocup automovel traum colis trem veic ferrov;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
V46   Ocup automov traum colis outr veic n-motor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
V47   Ocup automovel traum colis obj fixo parado;2;-;2;-;1;1;2;-;1;-;-;-;2;2;-;-;12;1;2;22;19;6;10;1;2;4;4;96
V48   Ocup automovel traum acid transp s/colis;4;1;2;2;3;1;3;3;10;5;1;1;7;3;2;6;11;5;6;29;21;7;17;10;12;20;3;195
V49   Ocup automovel traum outr acid transp e NE;2;-;-;1;3;-;8;5;6;9;3;14;13;-;-;55;99;11;11;23;15;4;11;-;8;8;-;309
V53   Ocup caminhon traum colis automov caminhon;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3
V54   Ocup caminhon traum col veic transp pes onib;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;3;-;-;2;-;-;-;8
